Tourismus seit 2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9777131;      Görisried;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–
9777135;      Hopferau;13;261;7719;607;7112;48521;1790;46731;6,3;2,9;6,6;5139;38359;7,5;26;430;9529;849;8680;56743;2185;54558;6;2,6;6,3;4276;32660;7,6;26;432;8026;382;7644;51775;1071;50704;6,5;2,8;6,6;3805;29471;7,7;26;441;7904;344;7560;50710;689;50021;6,4;2;6,6;4193;34120;8,1;25;404;8559;279;8280;54338;1040;53298;6,34863886;3,727598566;6,436956522;4097;32588;8;24;388;7435;275;7160;51936;1325;50611;6,98533961;4,818181818;7,068575419;5480;42896;7,8
9777138;      Günzach;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–
9777139;      Irsee, M;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–
9777140;      Jengen;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9777141;      Kaltental, M;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9777144;      Kraftisried;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9777145;      Lamerdingen;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–
9777147;      Lechbruck am See;10;446;25142;3371;21771;192915;19792;173123;7,7;5,9;8;16955;113577;6,7;10;446;44274;5692;38582;205636;16605;189031;4,6;2,9;4,9;17114;117434;6,9;7;221;40282;2843;37439;184768;7774;176994;4,6;2,7;4,7;15734;114276;7,3;8;408;37897;2008;35889;206046;5464;200582;5,4;2,7;5,6;14764;108865;7,4;8;416;49496;5134;44362;218529;15104;203425;4,415084047;2,94195559;4,58556873;17406;123718;7,1;8;416;54879;6155;48724;236326;17016;219310;4,306310246;2,764581641;4,501067236;21615;135519;6,3
9777149;      Lengenwang;3;47;799;11;788;5534;165;5369;6,9;15;6,8;–;–;–;3;46;686;7;679;4762;109;4653;6,9;15,6;6,9;–;–;–;3;47;538;–;538;4312;–;4312;8;–;8;–;–;–;3;47;511;0;511;4105;0;4105;8;0;8;–;–;–;3;47;642;8;634;4629;112;4517;7,210280374;14;7,124605678;–;–;–;3;47;596;4;592;4353;40;4313;7,303691275;10;7,285472973;–;–;–
9777151;      Marktoberdorf, St;7;351;40301;19343;20958;70224;23000;47224;1,7;1,2;2,3;2109;17656;8,4;8;562;54083;11114;42969;106175;17690;88485;2;1,6;2,1;2270;16074;7,1;7;453;28971;2908;26063;64751;5323;59428;2,2;1,8;2,3;1398;12903;9,2;8;549;26448;2535;23913;61829;5469;56360;2,3;2,2;2,4;1155;9283;8;9;591;44763;5457;39306;90902;11340;79562;2,030739673;2,078064871;2,024169338;1373;7754;5,6;9;591;50000;6605;43395;100349;13656;86693;2,00698;2,067524603;1,997764719;2453;10070;4,1
9777152;      Mauerstetten;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–
9777153;      Nesselwang, M;40;1579;100516;13622;86894;257899;30349;227550;2,6;2,2;2,6;7106;43155;6,1;46;1654;107904;12359;95545;274989;28783;246206;2,5;2,3;2,6;7048;42991;6,1;45;1648;75183;4197;70986;222458;14399;208059;3;3,4;2,9;5744;39034;6,8;43;1618;63778;2580;61198;189651;6465;183186;3;2,5;3;5079;33532;6,6;42;1831;114160;7582;106578;288221;19041;269180;2,524710932;2,511342654;2,525661957;6574;40672;6,2;43;1829;105185;8920;96265;277460;23026;254434;2,637828588;2,581390135;2,643058225;7170;43525;6,1
9777154;      Obergünzburg, M;3;64;4667;76;4591;9827;202;9625;2,1;2,7;2,1;–;–;–;3;63;4399;202;4197;8105;455;7650;1,8;2,3;1,8;–;–;–;3;63;2325;35;2290;4714;118;4596;2;3,4;2;–;–;–;3;63;2362;33;2329;5293;76;5217;2,2;2,3;2,2;–;–;–;3;63;3219;75;3144;7115;251;6864;2,210313762;3,346666667;2,183206107;–;–;–;3;63;3171;63;3108;6878;168;6710;2,169031851;2,666666667;2,158944659;–;–;–
9777155;      Oberostendorf;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–
9777157;      Osterzell;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9777158;      Pforzen;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9777159;      Pfronten;85;2733;106768;13788;92980;439365;38401;400964;4,1;2,8;4,3;21795;167990;7,7;91;2819;107992;13305;94687;464020;38377;425643;4,3;2,9;4,5;22519;175691;7,8;103;2905;76459;4921;71538;396648;17499;379149;5,2;3,6;5,3;15244;122786;8,1;115;3054;66152;3129;63023;380165;10682;369483;5,7;3,4;5,9;12732;115282;9,1;114;3177;96380;7087;89293;472216;23201;449015;4,899522723;3,273740652;5,02855767;15720;129026;8,2;111;3151;99713;9223;90490;465627;28206;437421;4,669671959;3,058224005;4,83391535;16839;130621;7,8
9777163;      Rieden am Forggensee;19;406;21202;4294;16908;74778;10088;64690;3,5;2,3;3,8;4115;32416;7,9;18;374;28428;4468;23960;98000;9840;88160;3,4;2,2;3,7;4109;32930;8;16;346;21044;1450;19594;83453;3548;79905;4;2,4;4,1;3914;33109;8,5;15;326;19190;1032;18158;80596;2396;78200;4,2;2,3;4,3;3540;31469;8,9;16;333;27633;3140;24493;101798;7504;94294;3,683928636;2,389808917;3,849834647;3904;30886;7,9;16;333;30122;4191;25931;105392;9859;95533;3,498838059;2,352421856;3,68412325;3614;28847;8
9777164;      Rieden;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–
9777165;      Ronsberg, M;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9777166;      Roßhaupten;10;339;20046;3107;16939;63426;6855;56571;3,2;2,2;3,3;5704;48981;8,6;10;340;19932;2920;17012;63669;6608;57061;3,2;2,3;3,4;5365;40611;7,6;10;340;11747;1150;10597;44023;3150;40873;3,7;2,7;3,9;4620;37302;8,1;10;338;10920;524;10396;42100;1370;40730;3,9;2,6;3,9;4145;41130;9,9;10;338;17049;1499;15550;56155;3388;52767;3,293741568;2,260173449;3,393376206;4256;33496;7,9;9;326;19199;1745;17454;59583;4351;55232;3,103442888;2,493409742;3,164432222;4860;31607;6,5
9777167;      Ruderatshofen;5;82;12438;1291;11147;38433;4466;33967;3,1;3,5;3;–;–;–;5;80;12750;1377;11373;38992;4463;34529;3,1;3,2;3;–;–;–;5;80;10826;523;10303;45134;1859;43275;4,2;3,6;4,2;–;–;–;5;93;11209;403;10806;46078;1350;44728;4,1;3,3;4,1;–;–;–;6;103;15751;1137;14614;53993;3294;50699;3,427909339;2,897097625;3,469207609;–;–;–;7;124;16954;1225;15729;56470;3661;52809;3,330777398;2,988571429;3,357428953;–;–;–
9777168;      Rückholz;9;222;7512;288;7224;31343;1195;30148;4,2;4,1;4,2;–;–;–;9;224;7145;302;6843;30081;990;29091;4,2;3,3;4,3;–;–;–;8;241;6823;223;6600;30573;834;29739;4,5;3,7;4,5;–;–;–;8;259;6763;173;6590;32169;782;31387;4,8;4,5;4,8;–;–;–;7;244;12549;570;11979;47516;2116;45400;3,786437166;3,712280702;3,789965773;–;–;–;7;242;10748;500;10248;39734;1781;37953;3,696873837;3,562;3,703454333;–;–;–
9777169;      Schwangau;87;2856;210253;66305;143948;678743;116508;562235;3,2;1,8;3,9;15554;87804;5,6;86;3059;233510;70180;163330;739735;123007;616728;3,2;1,8;3,8;15281;88245;5,8;82;2996;158455;17043;141412;609886;37258;572628;3,8;2,2;4;12588;80999;6,4;83;2993;139924;12080;127844;586634;25292;561342;4,2;2,1;4,4;11320;75887;6,7;84;3019;207680;40486;167194;758456;78974;679482;3,652041602;1,950649607;4,064033398;13724;86008;6,3;84;2958;235614;54516;181098;810510;100823;709687;3,439990832;1,849420354;3,91880087;13884;86676;6,2
9777170;      Seeg;9;242;7631;1087;6544;30321;4606;25715;4;4,2;3,9;5031;49592;9,9;10;254;7678;1167;6511;31616;4898;26718;4,1;4,2;4,1;4545;44575;9,8;9;244;5358;467;4891;26484;2348;24136;4,9;5;4,9;3503;39464;11,3;10;262;4890;378;4512;25532;1721;23811;5,2;4,6;5,3;3523;40017;11,4;11;286;8003;1142;6861;34634;4347;30287;4,32762714;3,80647986;4,414371083;4366;43848;10;11;286;8169;1657;6512;33873;6165;27708;4,146529563;3,72057936;4,254914005;4871;47578;9,8
9777171;      Stötten a.Auerberg;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;.;.;.;.;.;.;.;.;.;–;–;–
9777172;      Stöttwang;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9777173;      Halblech;14;586;35970;13679;22291;100342;16755;83587;2,8;1,2;3,7;8499;45074;5,3;16;633;36864;13693;23171;104792;16669;88123;2,8;1,2;3,8;9257;46463;5;15;627;16984;2038;14946;64280;3375;60905;3,8;1,7;4,1;7155;42971;6;17;647;19790;1915;17875;79333;3238;76095;4;1,7;4,3;6908;42127;6,1;17;668;29472;5643;23829;91720;9035;82685;3,112106406;1,601098706;3,469931596;8248;46026;5,6;17;694;34667;7822;26845;104136;12691;91445;3,003894193;1,62247507;3,406407152;7927;45004;5,7
9777175;      Unterthingau, M;4;70;2001;76;1925;6493;142;6351;3,2;1,9;3,3;–;–;–;5;80;2596;245;2351;6844;365;6479;2,6;1,5;2,8;–;–;–;5;80;1721;87;1634;5478;125;5353;3,2;1,4;3,3;–;–;–;5;78;1562;38;1524;6043;111;5932;3,9;2,9;3,9;–;–;–;4;68;1985;21;1964;7279;51;7228;3,667002519;2,428571429;3,680244399;–;–;–;4;68;2143;27;2116;6515;81;6434;3,040130658;3;3,040642722;–;–;–
9777176;      Untrasried;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;–;–;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–
9777177;      Waal, M;–;–;–;–;–;–;–;–;–;–;–;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–
9777179;      Wald;2;.;.;.;.;.;.;.;.;.;.;1233;9173;7,4;2;.;.;.;.;.;.;.;.;.;.;1251;9033;7,2;2;.;.;.;.;.;.;.;.;.;.;1077;7703;7,2;1;.;.;.;.;.;.;.;.;.;.;940;7453;7,9;2;.;.;.;.;.;.;.;.;.;.;988;7739;7,8;2;.;.;.;.;.;.;.;.;.;.;1031;7613;7,4
9777182;      Westendorf;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–
9777183;      Rettenbach a.Auerberg;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–
9778111;      Amberg;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9778113;      Apfeltrach;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–
9778115;      Babenhausen, M;3;.;7640;180;7460;21390;717;20673;2,8;4;2,8;191;492;2,6;3;.;7740;52;7688;20902;377;20525;2,7;7,3;2,7;–;–;–;2;.;2519;10;2509;5401;80;5321;2,1;8;2,1;–;–;–;3;.;2619;48;2571;6127;207;5920;2,3;4,3;2,3;–;–;–;4;144;7463;312;7151;19141;505;18636;2,564786279;1,618589744;2,606069081;–;–;–;4;144;9251;604;8647;23906;1347;22559;2,584153065;2,23013245;2,608881693;–;–;–
9778116;      Bad Wörishofen, St;78;3716;154341;25557;128784;670096;83102;586994;4,3;3,3;4,6;2140;12617;5,9;73;3397;151276;23571;127705;644280;77947;566333;4,3;3,3;4,4;1751;10311;5,9;71;3332;73250;8100;65150;335850;29869;305981;4,6;3,7;4,7;736;5394;7,3;68;3329;77484;7346;70138;367935;29319;338616;4,7;4;4,8;869;6573;7,6;65;3301;121192;15717;105475;521295;52763;468532;4,301397782;3,357065598;4,442114245;993;8181;8,2;65;3375;134093;19269;114824;568359;65503;502856;4,238543399;3,399397997;4,379363199;1315;10325;7,9
9778118;      Benningen;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9778119;      Böhen;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;–;–;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–
9778120;      Boos;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9778121;      Breitenbrunn;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9778123;      Buxheim;1;–;.;.;.;.;.;.;.;.;.;–;–;–;1;–;.;.;.;.;.;.;.;.;.;–;–;–;1;–;.;.;.;.;.;.;.;.;.;–;–;–;1;–;.;.;.;.;.;.;.;.;.;–;–;–;1;–;.;.;.;.;.;.;.;.;.;–;–;–;1;–;.;.;.;.;.;.;.;.;.;–;–;–
9778127;      Dirlewang, M;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9778130;      Egg a.d.Günz;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9778134;      Eppishausen;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–
9778136;      Erkheim, M;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–
9778137;      Ettringen;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–
9778139;      Fellheim;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9778144;      Bad Grönenbach, M;11;743;27529;4713;22816;171134;9015;162119;6,2;1,9;7,1;581;2054;3,5;12;795;32564;7093;25471;182323;11917;170406;5,6;1,7;6,7;533;2080;3,9;11;622;15195;2368;12827;119389;4782;114607;7,9;2;8,9;385;1964;5,1;12;797;14564;1753;12811;132610;4054;128556;9,1;2,3;10;396;2584;6,5;12;798;24834;3986;20848;164444;8039;156405;6,621728276;2,016808831;7,50215848;649;4264;6,6;12;780;28709;5278;23431;174555;10319;164236;6,080149082;1,955096628;7,009346592;1137;6388;5,6
9778149;      Hawangen;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;–;–;–;–;–;–;–;–;–;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–
9778150;      Heimertingen;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–
9778151;      Holzgünz;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9778157;      Kirchhaslach;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9778158;      Kirchheim i.Schw., M;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9778161;      Kronburg;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–
9778162;      Lachen;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9778163;      Lauben;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9778164;      Lautrach;2;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–
9778165;      Legau, M;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;–;–;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;3;.;6530;14;6516;23232;14;23218;3,557733538;1;3,563228975;–;–;–
9778168;      Markt Rettenbach, M;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9778169;      Markt Wald, M;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;1;–;.;.;.;.;.;.;.;.;.;–;–;–;1;–;.;.;.;.;.;.;.;.;.;–;–;–;1;–;.;.;.;.;.;.;.;.;.;–;–;–
9778171;      Memmingerberg;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–
9778173;      Mindelheim, St;6;345;26043;6108;19935;56326;13803;42523;2,2;2,3;2,1;–;–;–;7;356;27401;6454;20947;55921;14475;41446;2;2,2;2;–;–;–;7;427;17608;2991;14617;53343;13187;40156;3;4,4;2,7;–;–;–;7;397;16167;2702;13465;61504;13546;47958;3,8;5;3,6;–;–;–;7;417;24723;5247;19476;69019;15427;53592;2,791691947;2,94015628;2,751694393;–;–;–;7;417;26727;6142;20585;71435;17327;54108;2,672765368;2,821068056;2,62851591;–;–;–
9778177;      Niederrieden;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9778180;      Kammlach;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–
