;;Berichtsjahr;Berichtsjahr;Berichtsjahr;Berichtsjahr;Berichtsjahr;Berichtsjahr;Berichtsjahr;Berichtsjahr;Berichtsjahr;Berichtsjahr;Berichtsjahr;Berichtsjahr;Berichtsjahr;Berichtsjahr;Berichtsjahr;Berichtsjahr;Berichtsjahr;Berichtsjahr;Berichtsjahr;Berichtsjahr;;;;;;;;;;;;
;;2017;2017;2017;2017;2017;2017;2017;2017;2018;2018;2018;2018;2018;2018;2018;2018;2019;2019;2019;2019;2019;2019;2019;2019;2020;2020;2020;2020;2020;2020;2020;2020
;;Veräußerungsfälle;;Veräußerte Fläche;;Verkaufspreis;;Durchschnittlicher Kaufwert von Bauland, EUR je qm;;Veräußerungsfälle;;Veräußerte Fläche;;Verkaufspreis;;Durchschnittlicher Kaufwert von Bauland, EUR je qm;;Veräußerungsfälle;;Veräußerte Fläche;;Verkaufspreis;;Durchschnittlicher Kaufwert von Bauland, EUR je qm;;Veräußerungsfälle;;Veräußerte Fläche;;Verkaufspreis;;Durchschnittlicher Kaufwert von Bauland, EUR je qm;
;;Bauland insgesamt;baureifes Land;Bauland insgesamt;baureifes Land;Bauland insgesamt;baureifes Land;Bauland insgesamt;baureifes Land;Bauland insgesamt;baureifes Land;Bauland insgesamt;baureifes Land;Bauland insgesamt;baureifes Land;Bauland insgesamt;baureifes Land;Bauland insgesamt;baureifes Land;Bauland insgesamt;baureifes Land;Bauland insgesamt;baureifes Land;Bauland insgesamt;baureifes Land;Bauland insgesamt;baureifes Land;Bauland insgesamt;baureifes Land;Bauland insgesamt;baureifes Land;Bauland insgesamt;baureifes Land
;;Anzahl;Anzahl;1000 qm;1000 qm;Tsd. EUR;Tsd. EUR;EUR/qm;EUR/qm;Anzahl;Anzahl;1000 qm;1000 qm;Tsd. EUR;Tsd. EUR;EUR/qm;EUR/qm;Anzahl;Anzahl;1000 qm;1000 qm;Tsd. EUR;Tsd. EUR;EUR/qm;EUR/qm;Anzahl;Anzahl;1000 qm;1000 qm;Tsd. EUR;Tsd. EUR;EUR/qm;EUR/qm
9673146;      Niederlauer;18;17;14;13;579;.;41,58;.;8;8;7;7;332;332;47,22;47,22;7;6;3;3;141;.;45,24;.;3;3;2;2;95;95;40,31;40,31
9673147;      Nordheim v.d.Rhön;3;3;2;2;66;66;27,29;27,29;3;3;2;2;34;34;14,78;14,78;1;1;1;1;.;.;.;.;5;5;4;4;148;148;34,96;34,96
9673149;      Oberelsbach, M;4;4;4;4;120;120;27,13;27,13;25;7;13;7;264;251;20,47;35,3;22;11;22;14;374;355;16,67;25,97;14;14;12;12;440;440;35,72;35,72
9673151;      Oberstreu;5;5;5;5;178;178;34,66;34,66;4;4;3;3;71;71;22,54;22,54;5;5;5;5;199;199;40,84;40,84;8;8;8;8;344;344;43,58;43,58
9673153;      Ostheim v.d.Rhön, St;–;–;–;–;–;–;–;–;20;4;22;4;359;267;16,01;65,61;7;7;5;5;178;178;36,43;36,43;1;1;1;1;.;.;.;.
9673156;      Rödelmaier;4;4;4;4;194;194;53,64;53,64;7;6;5;4;248;.;54,96;.;4;4;4;4;166;166;42,19;42,19;–;–;–;–;–;–;–;–
9673160;      Saal a.d.Saale, M;5;4;4;3;73;.;19,08;.;2;2;2;2;.;.;.;.;13;13;12;12;564;564;45,71;45,71;4;4;3;3;138;138;40,25;40,25
9673161;      Salz;5;5;10;10;426;426;41,34;41,34;10;3;25;4;1222;537;49,56;124,62;10;4;21;3;1051;343;50,03;102,39;3;3;10;10;1136;1136;116,79;116,79
9673162;      Sandberg;2;2;2;2;.;.;.;.;6;6;4;4;86;86;20,9;20,9;48;1;49;1;113;.;2,32;.;7;6;7;5;180;.;24,42;.
9673163;      Schönau a.d.Brend;2;1;5;1;.;.;.;.;4;4;6;6;109;109;18,73;18,73;1;1;2;2;.;.;.;.;8;8;7;7;249;249;33,38;33,38
9673167;      Sondheim v.d.Rhön;2;2;2;2;.;.;.;.;1;1;1;1;.;.;.;.;–;–;–;–;–;–;–;–;1;1;1;1;.;.;.;.
9673170;      Stockheim;1;1;1;1;.;.;.;.;10;3;10;3;125;116;12,67;33,66;3;3;3;3;107;107;40,04;40,04;4;3;7;3;292;.;39,48;.
9673171;      Strahlungen;1;1;1;1;.;.;.;.;3;3;3;3;90;90;35,24;35,24;14;14;11;11;878;878;77,48;77,48;6;6;4;4;268;268;75,66;75,66
9673172;      Sulzdorf a.d.Lederhecke;2;2;2;2;.;.;.;.;5;5;7;7;107;107;16,12;16,12;5;5;4;4;106;106;23,79;23,79;2;2;2;2;.;.;.;.
9673173;      Sulzfeld;7;7;6;6;105;105;17,09;17,09;5;5;4;4;78;78;17,49;17,49;10;5;6;4;207;202;33,68;48,71;8;8;7;7;258;258;35,99;35,99
9673174;      Trappstadt, M;1;1;1;1;.;.;.;.;1;1;1;1;.;.;.;.;1;1;1;1;.;.;.;.;2;2;2;2;.;.;.;.
9673175;      Unsleben;7;6;9;6;235;.;25,32;.;4;4;4;4;154;154;40;40;3;3;2;2;92;92;46,69;46,69;4;4;3;3;187;187;57,63;57,63
9673182;      Willmars;1;1;1;1;.;.;.;.;2;2;1;1;.;.;.;.;1;1;1;1;.;.;.;.;1;1;1;1;.;.;.;.
9673183;      Wollbach;7;5;8;5;174;.;23,15;.;7;7;4;4;165;165;39,72;39,72;24;24;19;19;1185;1185;63,82;63,82;8;6;8;5;381;.;49,52;.
9673184;      Wülfershausen a.d.Saale;15;10;30;8;377;170;12,53;20,61;14;14;13;13;401;401;30,83;30,83;11;9;21;8;764;.;36,16;.;13;13;10;10;516;516;49,34;49,34
9673186;      Burglauer;13;13;11;11;452;452;41,96;41,96;11;10;9;9;372;.;42,76;.;7;7;5;5;306;306;62,99;62,99;2;1;3;1;.;.;.;.
9673444;      Gemeindefreie Gebiete;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9674111;      Aidhausen;9;–;7;–;23;–;3,37;–;5;5;4;4;140;140;32,66;32,66;1;1;1;1;.;.;.;.;7;5;6;5;167;.;28,04;.
9674118;      Breitbrunn;5;5;4;4;207;207;50,21;50,21;3;3;3;3;170;170;49,62;49,62;–;–;–;–;–;–;–;–;5;5;4;4;180;180;46,81;46,81
9674120;      Bundorf;4;4;4;4;87;87;22,65;22,65;1;–;2;–;.;–;.;–;7;6;5;5;124;.;22,68;.;8;8;7;7;179;179;27,35;27,35
9674121;      Burgpreppach, M;3;2;10;10;107;.;10,82;.;1;1;1;1;.;.;.;.;5;5;6;6;127;127;21,2;21,2;2;2;2;2;.;.;.;.
9674129;      Ebelsbach;13;10;12;8;546;453;43,97;54,44;6;6;5;5;258;258;51,58;51,58;9;6;19;5;699;323;37,46;62,74;14;13;10;9;920;.;94,69;.
9674130;      Ebern, St;19;15;34;16;908;725;26,96;44,29;23;20;34;17;1199;816;35,05;48,44;23;18;39;16;1147;645;29,35;41,15;21;18;49;15;1611;736;33,04;50,42
9674133;      Eltmann, St;15;13;18;8;742;.;41,73;.;20;20;21;21;1204;1204;57,91;57,91;10;9;6;6;390;.;60,8;.;25;24;20;19;1818;.;90,05;.
9674139;      Gädheim;11;10;7;7;624;.;85,09;.;7;7;6;6;463;463;76,44;76,44;7;7;5;5;373;373;70,15;70,15;7;6;5;4;363;.;79,33;.
9674147;      Haßfurt, St;26;20;38;16;1982;1372;51,62;88,33;51;49;46;43;4196;.;90,29;.;30;26;41;19;3062;1781;74;93,1;4;3;4;2;193;.;44,75;.
9674149;      Hofheim i.UFr., St;8;7;14;12;472;.;34,09;.;3;2;3;1;99;.;33,97;.;10;9;12;7;665;.;53,85;.;19;18;18;17;970;.;53,4;.
9674153;      Riedbach;1;1;1;1;.;.;.;.;4;4;3;3;100;100;33,62;33,62;6;6;5;5;175;175;34,63;34,63;6;6;6;6;235;235;40,53;40,53
9674159;      Oberaurach;8;8;11;11;281;281;26,08;26,08;14;13;12;10;408;.;33,32;.;19;18;18;16;661;.;36,25;.;30;29;22;22;999;.;44,58;.
9674160;      Kirchlauter;2;2;2;2;.;.;.;.;3;3;3;3;158;158;53,99;53,99;6;6;5;5;265;265;52,82;52,82;8;7;6;6;351;.;57,28;.
9674163;      Knetzgau;34;26;48;21;2135;1371;44,46;64,49;17;14;15;12;720;611;46,56;49,08;7;3;11;2;598;175;55,82;76,47;12;9;13;7;996;661;76,14;89,83
9674164;      Königsberg i.Bay., St;19;17;18;16;868;.;47,13;.;15;10;20;8;432;426;21,72;55,81;12;10;15;11;499;.;33,12;.;10;9;7;7;304;.;41,7;.
9674171;      Maroldsweisach, M;6;6;7;7;237;237;33,26;33,26;10;8;15;6;404;.;26,23;.;6;5;5;5;107;.;19,88;.;9;8;7;6;149;.;21,88;.
9674180;      Theres;9;9;7;7;578;578;80,67;80,67;4;4;3;3;184;184;67,81;67,81;3;3;4;4;347;347;86,39;86,39;3;3;3;3;138;138;50,15;50,15
9674184;      Pfarrweisach;6;6;6;6;209;209;34,37;34,37;7;6;8;6;167;.;21,26;.;3;2;3;2;52;.;20,12;.;1;1;1;1;.;.;.;.
9674187;      Rauhenebrach;8;8;8;8;278;278;36,61;36,61;8;8;9;9;255;255;27,44;27,44;5;5;4;4;130;130;32,64;32,64;13;13;13;13;422;422;32,66;32,66
9674190;      Rentweinsdorf, M;10;9;7;7;390;.;57,27;.;5;5;4;4;185;185;48,72;48,72;9;9;6;6;332;332;53,8;53,8;4;4;3;3;150;150;43,22;43,22
9674195;      Sand a.Main;7;7;6;6;407;407;71,03;71,03;2;2;2;2;.;.;.;.;4;4;3;3;302;302;117,97;117,97;4;4;3;3;202;202;74,22;74,22
9674201;      Stettfeld;1;1;1;1;.;.;.;.;4;4;3;3;201;201;66,11;66,11;2;2;2;2;.;.;.;.;1;–;0;–;.;–;.;–
9674210;      Untermerzbach;7;7;8;8;210;210;27,82;27,82;3;3;2;2;70;70;34,86;34,86;3;3;3;3;144;144;56,44;56,44;6;6;5;5;269;269;55,17;55,17
9674219;      Wonfurt;7;6;6;4;306;.;54,21;.;5;4;3;3;192;.;58,04;.;7;7;6;6;377;377;68,28;68,28;2;2;2;2;.;.;.;.
9674221;      Zeil a.Main, St;22;15;24;13;794;528;32,51;40,94;8;8;7;7;445;445;61,58;61,58;6;5;4;4;397;.;95,86;.;25;23;32;19;4437;.;137,92;.
9674223;      Ermershausen;1;1;1;1;.;.;.;.;1;1;1;1;.;.;.;.;3;2;3;2;69;.;23,72;.;3;3;4;4;109;109;28,81;28,81
9675111;      Abtswind, M;2;1;1;1;.;.;.;.;5;4;22;3;347;.;15,97;.;5;5;4;4;390;390;95;95;5;4;12;3;260;.;21,47;.
9675112;      Albertshofen;2;2;1;1;.;.;.;.;2;2;2;2;.;.;.;.;3;3;3;3;109;109;31,49;31,49;–;–;–;–;–;–;–;–
9675113;      Biebelried;–;–;–;–;–;–;–;–;2;2;2;2;.;.;.;.;–;–;–;–;–;–;–;–;12;11;16;7;1490;.;94,47;.
9675114;      Buchbrunn;5;5;2;2;274;274;118,06;118,06;1;1;1;1;.;.;.;.;3;3;2;2;267;267;147,28;147,28;4;4;4;4;485;485;131,74;131,74
9675116;      Castell;7;7;4;4;411;411;94,43;94,43;2;2;1;1;.;.;.;.;2;2;1;1;.;.;.;.;2;2;1;1;.;.;.;.
9675117;      Dettelbach, St;21;9;83;9;3410;708;41,04;81,51;20;16;41;11;2220;780;53,65;71,49;11;7;22;5;1109;441;50,6;82,14;14;9;27;8;1559;847;56,85;104,31
9675127;      Geiselwind, M;21;10;111;8;3933;308;35,46;40,79;15;10;51;9;1188;258;23,29;27,85;16;13;36;9;1195;387;33,15;42,56;10;7;17;9;651;361;38,59;41,85
9675131;      Großlangheim, M;2;2;1;1;.;.;.;.;–;–;–;–;–;–;–;–;8;8;5;5;496;496;101,38;101,38;3;3;2;2;193;193;105;105
9675139;      Iphofen, St;26;24;22;16;1297;.;59,67;.;37;36;35;25;2387;.;67,57;.;24;17;25;13;1588;1276;62,65;96,57;13;11;12;8;869;.;70,99;.
9675141;      Kitzingen, GKSt;33;27;46;33;5022;4429;108,9;132,8;30;20;58;27;3957;2976;68,28;111,92;23;14;180;23;15699;3036;86,98;130;31;23;74;31;5923;4190;79,8;135,12
9675142;      Kleinlangheim, M;5;5;5;5;232;232;50,78;50,78;3;2;5;2;102;.;20,7;.;2;1;2;1;.;.;.;.;1;–;2;–;.;–;.;–
9675144;      Mainbernheim, St;1;1;1;1;.;.;.;.;38;38;26;26;2925;2925;113,43;113,43;7;7;6;6;655;655;108,95;108,95;3;2;5;3;262;.;54,27;.
9675146;      Mainstockheim;2;2;2;2;.;.;.;.;3;3;2;2;169;169;97,23;97,23;3;2;2;2;206;.;87,44;.;34;31;19;17;2831;2746;150,72;161,66
9675147;      Marktbreit, St;19;17;35;12;1539;.;44,58;.;10;8;9;5;438;.;50,74;.;3;3;2;2;112;112;47;47;10;9;9;7;634;.;71,6;.
9675148;      Markt Einersheim, M;3;3;2;2;148;148;65;65;5;3;20;3;484;.;24,37;.;4;3;4;3;216;.;50,48;.;6;6;4;4;286;286;77,61;77,61
9675149;      Marktsteft, St;2;2;2;2;.;.;.;.;3;1;7;1;235;.;35,89;.;11;9;20;7;934;.;45,78;.;1;1;1;1;.;.;.;.
9675150;      Martinsheim;3;3;2;2;118;118;48,77;48,77;5;5;10;10;281;281;28,61;28,61;3;3;2;2;101;101;52,2;52,2;–;–;–;–;–;–;–;–
9675155;      Nordheim a.Main;4;4;4;4;393;393;106,68;106,68;1;1;1;1;.;.;.;.;3;3;3;3;353;353;125,18;125,18;2;2;2;2;.;.;.;.
9675156;      Obernbreit, M;5;5;3;3;302;302;117,29;117,29;4;4;2;2;278;278;127,67;127,67;2;2;2;2;.;.;.;.;1;1;0;0;.;.;.;.
9675158;      Prichsenstadt, St;4;2;26;2;594;.;23,26;.;3;3;6;6;183;183;31,22;31,22;16;16;11;11;896;896;80,86;80,86;14;14;10;10;779;779;79,34;79,34
9675161;      Rödelsee;5;4;5;2;258;.;54,25;.;5;3;4;1;215;.;61,05;.;30;29;27;24;3044;.;113,91;.;1;–;1;–;.;–;.;–
9675162;      Rüdenhausen, M;2;1;2;1;.;.;.;.;5;5;4;4;250;250;69,88;69,88;5;5;5;5;194;194;36,85;36,85;–;–;–;–;–;–;–;–
9675165;      Schwarzach a.Main, M;19;9;35;5;943;438;26,83;93,2;16;8;38;6;1351;542;35,71;95,64;8;4;20;5;1271;319;62,93;59,44;5;5;4;4;473;473;111,9;111,9
9675166;      Segnitz;4;4;3;3;198;198;78,79;78,79;–;–;–;–;–;–;–;–;2;2;1;1;.;.;.;.;–;–;–;–;–;–;–;–
9675167;      Seinsheim, M;3;3;2;2;89;89;36,29;36,29;3;3;4;4;137;137;38,08;38,08;4;4;3;3;125;125;39,56;39,56;–;–;–;–;–;–;–;–
9675169;      Sommerach;6;6;5;5;345;345;64,59;64,59;1;–;2;–;.;–;.;–;29;28;19;18;1743;.;91,78;.;9;9;6;6;513;513;92,56;92,56
9675170;      Sulzfeld a.Main;1;1;1;1;.;.;.;.;2;2;1;1;.;.;.;.;2;2;0;0;.;.;.;.;–;–;–;–;–;–;–;–
9675174;      Volkach, St;25;23;17;16;2398;.;137,38;.;7;6;9;9;905;.;99,36;.;10;8;11;6;1347;.;121,34;.;11;5;10;4;700;448;70,35;101,97
9675177;      Wiesenbronn;6;6;4;4;431;431;117,41;117,41;2;1;1;1;.;.;.;.;9;9;5;5;635;635;116,43;116,43;4;4;3;3;312;312;120;120
9675178;      Wiesentheid, M;38;31;46;21;3356;2360;72,59;111,43;19;15;21;11;1517;1146;73,76;107,33;10;8;19;8;1367;.;70,33;.;7;2;8;2;268;.;33,03;.
9675179;      Willanzheim, M;3;3;2;2;178;178;82,57;82,57;7;7;5;5;482;482;94,6;94,6;15;3;7;2;222;196;33,73;87,46;3;3;2;2;165;165;94,55;94,55
9676111;      Altenbuch;1;1;1;1;.;.;.;.;4;4;3;3;188;188;54,62;54,62;3;3;3;3;153;153;59,12;59,12;3;3;1;1;68;68;48,19;48,19
9676112;      Amorbach, St;7;6;8;7;431;.;53,49;.;4;3;11;2;510;.;47,45;.;3;3;2;2;201;201;81,23;81,23;7;7;5;5;481;481;97,09;97,09
9676116;      Bürgstadt, M;5;4;5;4;1025;.;193,12;.;7;6;5;3;847;.;175,71;.;6;5;6;2;552;.;91,6;.;3;1;8;1;657;.;85,68;.
9676117;      Collenberg;5;5;3;3;253;253;78,49;78,49;2;2;1;1;.;.;.;.;6;5;5;4;312;.;61,04;.;7;7;7;7;647;647;91,1;91,1
9676118;      Dorfprozelten;–;–;–;–;–;–;–;–;5;5;4;4;370;370;93,55;93,55;3;3;2;2;171;171;98,45;98,45;2;2;1;1;.;.;.;.
9676119;      Eichenbühl;6;5;4;3;233;.;54,11;.;5;5;6;6;279;279;47,71;47,71;7;7;6;6;372;372;58,39;58,39;7;6;7;6;304;.;43,72;.
9676121;      Elsenfeld, M;13;10;18;6;1914;866;108,86;150,13;12;8;17;5;1840;768;110,14;139,95;12;11;17;9;2230;.;133,82;.;14;10;23;7;4346;1107;185,77;168,06
9676122;      Erlenbach a.Main, St;14;12;14;10;1872;.;131,25;.;9;7;106;7;7174;.;67,79;.;13;11;16;9;2243;.;136,19;.;10;9;8;6;1528;.;203,72;.
9676123;      Eschau, M;8;7;6;5;437;.;76,74;.;7;6;6;4;433;.;69,43;.;8;7;8;7;529;.;63,61;.;23;22;23;21;1995;.;87,33;.
9676124;      Faulbach;9;9;6;6;553;553;88,89;88,89;5;5;4;4;340;340;96,63;96,63;6;5;6;4;424;.;69,76;.;6;5;11;8;589;.;55,78;.
9676125;      Großheubach, M;15;14;10;9;1452;.;152,02;.;6;3;6;1;399;111;64,5;102;11;10;12;9;1790;.;150,56;.;10;5;17;10;1872;1353;112,74;134,93
9676126;      Großwallstadt;8;6;9;3;1485;.;161,49;.;7;4;8;1;1116;302;138,05;211,04;4;3;6;4;1382;.;229,17;.;13;10;15;6;3228;1613;220,79;290,65
9676128;      Hausen;5;5;4;4;318;318;88,66;88,66;5;5;4;4;310;310;86,24;86,24;3;3;2;2;157;157;104,46;104,46;5;5;3;3;325;325;115,93;115,93
9676131;      Kirchzell, M;1;1;1;1;.;.;.;.;3;2;2;1;69;.;40,59;.;5;4;5;3;291;.;59,88;.;7;5;6;4;220;.;38,06;.
9676132;      Kleinheubach, M;11;5;9;4;609;483;66,91;137,06;11;8;10;5;944;818;90,61;176,52;10;6;7;6;1110;1092;157,69;190,47;2;2;2;2;.;.;.;.
9676133;      Kleinwallstadt, M;12;11;10;7;1379;.;143,2;.;8;8;4;4;910;910;222,75;222,75;8;8;5;5;653;653;119,53;119,53;11;10;6;6;1278;.;210,81;.
9676134;      Klingenberg a.Main, St;7;6;7;4;790;.;117,68;.;9;7;12;7;964;.;79,44;.;8;8;5;5;783;783;166,93;166,93;5;4;3;3;543;.;158,93;.
9676135;      Laudenbach;5;5;3;3;382;382;114,99;114,99;6;6;5;5;601;601;114,16;114,16;6;6;4;4;495;495;122,86;122,86;18;17;12;11;1911;.;157,21;.
9676136;      Leidersbach;6;5;5;5;478;.;89,93;.;12;12;8;8;785;785;98,68;98,68;15;15;11;11;1333;1333;125,61;125,61;23;17;21;15;1729;1418;81,71;93,37
9676139;      Miltenberg, St;17;12;13;9;1465;1248;111,55;138,48;15;13;13;10;1552;.;123,79;.;17;17;14;14;2567;2567;178,52;178,52;16;15;19;18;2609;.;134,8;.
9676140;      Mömlingen;20;18;9;7;1318;.;149,28;.;5;4;8;3;774;.;102,72;.;6;5;5;3;675;.;147,03;.;4;4;4;4;422;422;117,76;117,76
9676141;      Mönchberg, M;5;5;3;3;448;448;131,16;131,16;9;8;10;6;957;.;98,63;.;3;3;2;2;196;196;102,77;102,77;4;4;3;3;425;425;157,27;157,27
9676143;      Neunkirchen;–;–;–;–;–;–;–;–;3;3;2;2;147;147;69,23;69,23;–;–;–;–;–;–;–;–;2;2;1;1;.;.;.;.
9676144;      Niedernberg;5;1;10;1;1270;.;123,25;.;1;1;0;0;.;.;.;.;4;3;5;2;860;.;167,28;.;2;2;1;1;.;.;.;.
9676145;      Obernburg a.Main, St;9;9;7;7;965;965;141,66;141,66;7;5;11;3;1372;.;121,01;.;12;10;11;6;1964;.;171,72;.;11;10;10;7;1992;.;207,81;.
9676151;      Röllbach;2;2;1;1;.;.;.;.;11;9;7;5;638;.;98,07;.;7;7;4;4;434;434;107,34;107,34;5;3;4;1;351;.;86,3;.
9676153;      Rüdenau;–;–;–;–;–;–;–;–;1;1;0;0;.;.;.;.;3;3;3;3;186;186;73,2;73,2;2;2;1;1;.;.;.;.
9676156;      Schneeberg, M;4;4;3;3;206;206;64,4;64,4;1;–;0;–;.;–;.;–;2;2;1;1;.;.;.;.;10;9;6;4;630;.;113,94;.
9676158;      Stadtprozelten, St;–;–;–;–;–;–;–;–;4;3;5;4;202;.;38,66;.;1;1;1;1;.;.;.;.;2;2;2;2;.;.;.;.
9676160;      Sulzbach a.Main, M;15;13;11;8;2943;.;263,77;.;13;12;8;7;2196;.;292,47;.;9;6;15;11;1660;1267;111,17;114,2;8;8;7;7;1824;1824;260,58;260,58
9676165;      Weilbach, M;4;2;5;1;266;.;53,22;.;4;4;3;3;265;265;77,59;77,59;5;4;4;3;279;.;72,6;.;12;11;9;9;903;.;98,03;.
9676169;      Wörth a.Main, St;3;2;2;1;199;.;102,21;.;17;13;15;7;2226;1550;148,8;209,89;14;8;37;4;4891;1081;131,1;246,48;5;2;6;1;929;.;149,04;.
9676444;      Gemeindefreie Gebiete;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9677114;      Arnstein, St;16;16;16;16;1152;1152;72,74;72,74;24;20;25;21;1272;870;50,55;40,67;11;10;16;11;673;.;41,92;.;19;18;20;17;1034;.;51,64;.
9677116;      Aura i.Sinngrund;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;2;2;1;1;.;.;.;.;1;1;1;1;.;.;.;.
9677119;      Birkenfeld;11;11;8;8;645;645;80,49;80,49;7;7;4;4;290;290;64,68;64,68;5;5;3;3;242;242;75;75;7;7;4;4;297;297;69,8;69,8
9677120;      Bischbrunn;2;2;1;1;.;.;.;.;1;1;1;1;.;.;.;.;3;1;8;0;573;.;73,47;.;14;14;9;9;776;776;89,47;89,47
9677122;      Burgsinn, M;2;2;1;1;.;.;.;.;4;3;5;2;193;.;41,45;.;5;5;3;3;226;226;84,65;84,65;2;2;1;1;.;.;.;.
9677125;      Erlenbach b.Marktheidenfeld;13;11;11;10;671;.;60,3;.;7;7;5;5;389;389;77,77;77,77;9;9;7;7;548;548;76,9;76,9;7;7;6;6;353;353;60,73;60,73
9677126;      Esselbach;9;4;17;3;617;210;37,29;70,5;16;15;13;10;777;.;61,47;.;11;10;15;8;497;.;33,35;.;12;12;9;9;701;701;76,73;76,73
9677127;      Eußenheim;3;3;3;3;128;128;46,03;46,03;21;20;11;11;1107;.;98,11;.;11;11;7;7;690;690;103,9;103,9;9;8;5;5;471;.;95,51;.
9677128;      Fellen;–;–;–;–;–;–;–;–;6;5;3;3;112;.;32,02;.;2;2;2;2;.;.;.;.;1;1;1;1;.;.;.;.
9677129;      Frammersbach, M;13;12;7;6;501;.;76,28;.;7;6;3;3;223;.;70,28;.;14;14;6;6;454;454;69,92;69,92;14;14;8;8;558;558;67,46;67,46
9677131;      Gemünden a.Main, St;9;9;8;8;454;454;58,15;58,15;14;12;12;9;595;.;49,92;.;18;14;27;15;918;637;33,82;42,09;21;20;25;19;1101;.;43,23;.
9677132;      Gössenheim;2;2;2;2;.;.;.;.;2;2;1;1;.;.;.;.;2;2;1;1;.;.;.;.;2;2;2;2;.;.;.;.
9677133;      Gräfendorf;3;3;3;3;65;65;25,68;25,68;5;4;3;3;96;.;35,37;.;6;6;6;6;135;135;23,14;23,14;10;10;7;7;271;271;37,83;37,83
9677135;      Hafenlohr;3;3;2;2;106;106;59,29;59,29;3;2;3;1;141;.;53,6;.;3;2;2;2;66;.;30,6;.;1;1;1;1;.;.;.;.
9677137;      Hasloch;2;1;2;1;.;.;.;.;1;1;0;0;.;.;.;.;2;2;3;3;.;.;.;.;4;4;3;3;133;133;43,54;43,54
9677142;      Himmelstadt;4;2;7;1;239;.;32,61;.;15;4;14;2;663;292;48,53;119,85;1;–;0;–;.;–;.;–;4;4;2;2;179;179;116,27;116,27
9677146;      Karbach, M;7;6;5;3;291;.;59,78;.;4;4;3;3;234;234;80,21;80,21;8;8;5;5;347;347;65,43;65,43;1;1;1;1;.;.;.;.
9677148;      Karlstadt, St;21;17;22;13;1532;1220;69,02;93,33;28;22;21;17;2472;2358;118,95;139,01;23;17;23;12;1674;893;72,25;76,77;40;32;48;19;3444;2882;71,82;153,46
9677149;      Karsbach;4;4;3;3;122;122;38,53;38,53;6;6;5;5;167;167;35,33;35,33;4;2;7;1;168;.;22,74;.;8;8;7;7;246;246;34,22;34,22
9677151;      Kreuzwertheim, M;10;7;75;5;2233;725;29,82;137,3;6;1;20;1;665;.;34,05;.;29;26;67;19;2775;2052;41,37;109,12;8;4;8;4;792;555;105,15;156,68
9677154;      Triefenstein, M;10;10;8;8;654;654;79,53;79,53;10;9;13;6;551;.;43,06;.;8;6;10;3;371;.;35,89;.;16;16;10;10;856;856;88,34;88,34
9677155;      Lohr a.Main, St;9;9;7;7;781;781;104,77;104,77;17;15;53;14;4347;.;81,68;.;13;12;8;8;641;.;78;.;19;17;29;10;2571;.;89,67;.
9677157;      Marktheidenfeld, St;48;43;64;32;4597;3982;71,86;126,2;13;7;22;4;1359;683;62,41;160,77;23;15;155;54;10211;7042;65,67;130,74;8;8;6;6;720;720;130,37;130,37
9677159;      Mittelsinn;4;2;5;2;93;.;18,18;.;6;5;6;5;175;.;31,69;.;2;2;1;1;.;.;.;.;1;–;2;–;.;–;.;–
9677164;      Neuendorf;2;2;1;1;.;.;.;.;1;–;0;–;.;–;.;–;1;1;1;1;.;.;.;.;–;–;–;–;–;–;–;–
9677165;      Neuhütten;4;4;3;3;150;150;44,05;44,05;–;–;–;–;–;–;–;–;4;4;3;3;161;161;53,97;53,97;6;6;4;4;251;251;59,07;59,07
9677166;      Neustadt a.Main;1;1;1;1;.;.;.;.;2;2;2;2;.;.;.;.;2;2;2;2;.;.;.;.;2;2;2;2;.;.;.;.
9677169;      Obersinn, M;–;–;–;–;–;–;–;–;2;2;1;1;.;.;.;.;3;3;1;1;19;19;23,21;23,21;3;3;2;2;45;45;24,19;24,19
9677170;      Partenstein;1;1;1;1;.;.;.;.;6;5;5;5;518;.;104,3;.;7;6;6;4;488;.;81,46;.;6;5;18;3;405;.;23,14;.
9677172;      Rechtenbach;2;2;3;3;.;.;.;.;–;–;–;–;–;–;–;–;2;2;1;1;.;.;.;.;5;5;3;3;197;197;70,04;70,04
9677175;      Retzstadt;27;26;17;15;1481;.;89,68;.;7;7;4;4;348;348;97,33;97,33;5;5;3;3;314;314;98,66;98,66;6;6;6;6;426;426;76,2;76,2
9677177;      Rieneck, St;5;3;8;2;340;.;45,11;.;5;1;3;1;41;.;15,37;.;3;3;2;2;99;99;61,78;61,78;10;10;8;8;446;446;59,18;59,18
9677178;      Roden;4;3;7;3;203;.;29,21;.;8;7;6;6;316;.;54,7;.;2;2;2;2;.;.;.;.;1;1;1;1;.;.;.;.
9677181;      Rothenfels, St;3;3;2;2;104;104;59,78;59,78;1;1;0;0;.;.;.;.;3;1;2;1;75;.;44,82;.;2;2;2;2;.;.;.;.
9677182;      Schollbrunn;1;1;2;2;.;.;.;.;4;4;3;3;186;186;64,36;64,36;7;7;5;5;334;334;67,03;67,03;2;2;1;1;.;.;.;.
