;;Rinder;;Milchkühe (2 Jahre und älter);;Schweine;;Mastschweine (50 kg Lebendgewicht und darüber);;Zuchtsauen;;Hühner;;Legehennen (6 Monate und älter);;Masthühner;;Schafe;;Pferde;;Rinder;;Milchkühe (2 Jahre und älter);;Schweine;;Mastschweine (50 kg Lebendgewicht und darüber);;Zuchtsauen;;Hühner;;Legehennen (6 Monate und älter);;Masthühner;;Schafe;;Pferde;;Rinder;;Milchkühe;;Schweine;;Zuchtsauen;;Andere Schweine;;Schafe;;Einhufer;;Hühner;;Legehennen;;Masthühner und -hähne;
;;Viehhalter (ab 1999);Viehbestand (ab 1999);Viehhalter (ab 1999);Viehbestand (ab 1999);Viehhalter (ab 1999);Viehbestand (ab 1999);Viehhalter (ab 1999);Viehbestand (ab 1999);Viehhalter (ab 1999);Viehbestand (ab 1999);Viehhalter (ab 1999);Viehbestand (ab 1999);Viehhalter (ab 1999);Viehbestand (ab 1999);Viehhalter (ab 1999);Viehbestand (ab 1999);Viehhalter (ab 1999);Viehbestand (ab 1999);Viehhalter (ab 1999);Viehbestand (ab 1999);Viehhalter (ab 1999);Viehbestand (ab 1999);Viehhalter (ab 1999);Viehbestand (ab 1999);Viehhalter (ab 1999);Viehbestand (ab 1999);Viehhalter (ab 1999);Viehbestand (ab 1999);Viehhalter (ab 1999);Viehbestand (ab 1999);Viehhalter (ab 1999);Viehbestand (ab 1999);Viehhalter (ab 1999);Viehbestand (ab 1999);Viehhalter (ab 1999);Viehbestand (ab 1999);Viehhalter (ab 1999);Viehbestand (ab 1999);Viehhalter (ab 1999);Viehbestand (ab 1999);Landwirtschaftliche Betriebe mit Viehhaltung;Tiere;Landwirtschaftliche Betriebe mit Viehhaltung;Tiere;Landwirtschaftliche Betriebe mit Viehhaltung;Tiere;Landwirtschaftliche Betriebe mit Viehhaltung;Tiere;Landwirtschaftliche Betriebe mit Viehhaltung;Tiere;Landwirtschaftliche Betriebe mit Viehhaltung;Tiere;Landwirtschaftliche Betriebe mit Viehhaltung;Tiere;Landwirtschaftliche Betriebe mit Viehhaltung;Tiere;Landwirtschaftliche Betriebe mit Viehhaltung;Tiere;Landwirtschaftliche Betriebe mit Viehhaltung;Tiere
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl
;;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl
9472177;      Plech, M;17;841;14;376;10;174;9;128;–;–;9;141;9;141;–;–;1;.;7;40;11;847;9;.;3;70;–;–;3;70;–;–;1;.;4;47;4;47;–;–;10;768;6;.;2;.;–;–;2;.;–;–;1;.;4;61;4;61;–;–
9472179;      Pottenstein, St;52;1465;35;538;62;1360;50;572;9;.;75;1331;75;1260;2;.;10;172;21;89;37;1256;24;489;22;547;2;.;20;.;8;138;11;49;45;737;45;.;–;–;33;1146;20;421;12;364;2;.;10;301;4;96;13;45;46;812;46;780;1;.
9472180;      Prebitz;22;1373;19;.;8;1313;8;163;3;.;9;499;9;499;–;–;–;–;3;21;18;1399;13;.;6;.;1;.;6;137;1;.;4;19;11;272;11;272;–;–;16;1186;8;.;4;.;1;.;3;.;2;.;4;14;11;214;11;214;–;–
9472184;      Schnabelwaid, M;7;605;7;256;–;–;–;–;–;–;3;58;3;58;–;–;2;.;1;.;6;617;5;289;–;–;–;–;–;–;2;.;1;.;3;40;3;40;–;–;6;631;5;307;–;–;–;–;–;–;–;–;2;.;5;57;5;57;–;–
9472188;      Seybothenreuth;19;1719;18;738;6;498;5;176;3;69;5;80;5;.;–;–;–;–;2;.;16;2126;15;972;6;599;2;.;6;336;–;–;1;.;4;94;4;90;1;.;14;1942;14;899;4;518;2;.;4;247;–;–;1;.;5;128;5;124;1;.
9472190;      Speichersdorf;61;3881;54;1682;15;208;12;101;3;.;34;513;32;.;2;.;10;640;12;109;48;3708;42;1671;4;9;–;–;4;9;3;.;9;74;25;602;24;564;1;.;43;3071;32;.;4;28;1;.;2;.;2;.;12;85;21;406;21;.;1;.
9472197;      Waischenfeld, St;68;2199;44;857;42;654;30;323;6;31;71;919;71;919;–;–;19;779;10;53;38;2222;24;891;16;322;2;.;15;.;11;469;7;46;40;649;39;.;–;–;29;1990;22;849;11;167;1;.;11;137;15;606;9;43;41;616;40;568;1;.
9472198;      Warmensteinach;2;.;1;.;–;–;–;–;–;–;2;.;2;.;–;–;1;.;3;20;2;.;1;.;–;–;–;–;–;–;1;.;4;21;2;.;2;.;–;–;4;51;2;.;–;–;–;–;–;–;1;.;4;17;3;.;3;.;–;–
9472199;      Weidenberg, M;64;3559;55;1401;12;1058;11;539;2;.;27;835;27;.;1;.;10;247;12;131;42;2890;31;1206;7;.;–;–;7;.;9;221;9;157;23;1590;23;.;–;–;34;2481;21;1027;5;81;–;–;5;81;8;215;10;98;19;2969;18;.;1;.
9472444;      Gemeindefreie Gebiete;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9473112;      Ahorn;15;672;10;307;13;3988;10;1270;9;449;6;167;5;.;1;.;4;70;8;50;9;513;6;.;7;3082;3;195;7;2198;2;.;2;.;3;130;3;130;–;–;8;491;5;.;5;2409;2;.;5;1826;1;.;5;22;2;.;1;.;1;.
9473120;      Dörfles-Esbach;2;.;1;.;3;10;3;10;–;–;2;.;2;.;–;–;–;–;–;–;1;.;1;.;–;–;–;–;–;–;–;–;–;–;1;.;1;.;–;–;1;.;1;.;–;–;–;–;–;–;–;–;–;–;1;.;1;.;1;.
9473121;      Ebersdorf b.Coburg;26;1257;21;493;20;3071;20;1122;6;.;6;140;6;140;–;–;1;.;2;.;14;958;11;.;9;4312;3;.;9;.;–;–;–;–;4;21;4;21;–;–;10;842;7;314;6;6342;2;.;5;4174;–;–;–;–;2;.;2;.;–;–
9473132;      Großheirath;25;1402;19;667;20;12066;16;3376;9;1127;13;554;13;554;–;–;3;.;6;22;12;1328;9;716;15;13284;6;886;14;7574;1;.;5;13;7;360;7;360;1;–;9;1350;9;743;12;12144;4;515;11;7979;1;.;5;13;7;347;7;347;–;–
9473134;      Grub a.Forst;10;352;7;.;6;1412;6;550;3;.;2;.;2;.;–;–;1;.;–;–;4;192;3;96;3;1651;2;.;3;811;–;–;–;–;2;.;1;.;–;–;4;263;3;146;3;.;1;.;3;870;–;–;–;–;2;.;2;.;–;–
9473138;      Itzgrund;37;2150;30;886;18;1129;16;528;3;33;25;.;25;.;1;.;3;164;5;47;23;2178;21;955;5;575;2;.;4;418;2;.;5;24;16;.;16;.;1;.;20;2088;16;924;6;479;1;.;6;312;–;–;6;73;11;.;11;.;–;–
9473141;      Lautertal;16;627;10;245;12;1379;9;1013;4;.;5;126;5;126;–;–;2;.;6;16;8;677;4;.;4;.;–;–;3;.;1;.;4;13;–;–;–;–;–;–;6;494;4;.;3;.;–;–;2;.;–;–;2;.;2;.;2;.;–;–
9473144;      Meeder;65;3322;52;1415;74;15405;60;4557;36;1508;27;.;27;.;1;.;7;1385;13;40;41;2580;24;987;29;12630;14;1260;28;8617;6;701;7;27;21;.;20;.;2;.;33;2197;16;806;24;11195;9;792;24;7908;8;680;7;30;18;.;18;.;1;.
9473151;      Neustadt b.Coburg, GKSt;53;2992;38;1037;50;12996;44;5553;18;903;8;1158;8;1158;–;–;1;.;8;27;37;2662;25;968;24;13189;6;544;24;10127;3;.;6;20;5;.;5;.;–;–;31;2659;15;877;17;10703;5;468;17;7998;3;.;4;26;6;.;6;.;–;–
9473153;      Niederfüllbach;2;.;2;.;2;.;2;.;1;.;1;.;1;.;–;–;–;–;2;.;2;.;2;.;1;.;1;.;1;.;1;.;2;.;2;.;2;.;–;–;2;.;2;.;1;.;1;.;1;.;1;.;2;.;2;.;2;.;–;–
9473158;      Bad Rodach, St;57;2690;39;1056;38;4440;28;1498;12;403;29;638;29;638;–;–;5;252;15;75;31;1929;20;781;11;3116;–;–;9;.;–;–;6;69;16;189;16;.;1;.;29;1805;18;650;5;2549;–;–;5;2549;2;.;4;59;16;155;16;155;–;–
9473159;      Rödental, St;19;1087;18;444;19;3781;17;1983;5;.;6;173;6;.;1;.;4;154;6;21;15;1251;12;.;7;2201;3;38;6;.;2;.;2;.;8;156;5;126;3;30;12;1032;11;.;3;1944;–;–;3;1944;2;.;1;.;5;101;5;.;1;.
9473165;      Seßlach, St;40;2335;28;839;48;8664;37;2000;16;919;24;334;24;.;–;–;6;313;16;114;26;2413;20;1047;25;7725;11;519;25;4930;3;62;10;127;19;2054;19;.;1;.;23;2252;16;.;14;2970;3;.;14;1803;2;.;10;126;16;2358;16;2358;–;–
9473166;      Sonnefeld;27;1923;21;730;19;4704;17;1852;7;597;8;2176;8;2176;–;–;2;.;11;146;18;1972;16;816;11;4923;3;434;11;2826;1;.;7;124;6;.;6;.;–;–;13;1570;10;.;8;4107;3;466;8;1986;1;.;6;100;6;.;6;.;–;–
9473170;      Untersiemau;14;567;7;159;14;3008;14;.;2;.;10;1455;10;1455;–;–;2;.;10;45;3;164;3;108;6;2937;1;.;5;.;1;.;2;.;4;.;4;.;–;–;3;154;3;92;4;2771;–;–;4;2771;1;.;2;.;3;.;3;.;–;–
9473174;      Weidhausen b.Coburg;6;742;5;197;3;.;3;156;2;.;1;.;1;.;–;–;–;–;2;.;4;943;3;201;1;.;1;.;1;.;1;.;1;.;3;41;3;41;–;–;4;986;3;.;2;.;1;.;2;.;1;.;2;.;2;.;2;.;–;–
9473175;      Weitramsdorf;9;560;8;214;3;632;3;.;1;.;5;360;5;.;1;.;2;.;5;40;8;547;5;.;1;.;–;–;1;.;1;.;4;62;3;122;3;122;–;–;7;418;5;.;2;.;–;–;2;.;1;.;4;60;2;.;1;.;1;.
9473444;      Gemeindefreie Gebiete;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9474119;      Dormitz;6;.;2;.;5;111;3;.;–;–;9;917;9;.;1;.;1;.;2;.;3;38;1;.;3;13;–;–;3;13;1;.;2;.;7;790;7;790;–;–;4;23;1;.;3;9;1;.;2;.;2;.;1;.;8;850;8;850;–;–
9474121;      Ebermannstadt, St;16;658;11;184;27;294;23;194;1;.;36;637;36;.;1;.;6;191;9;74;10;532;3;.;13;174;–;–;13;174;4;110;9;50;17;414;17;364;1;.;6;501;–;–;7;62;1;.;6;56;7;95;5;13;15;1327;15;.;–;–
9474122;      Effeltrich;10;392;9;170;13;192;11;95;–;–;14;244;14;.;1;.;4;96;3;27;6;475;4;200;4;104;–;–;4;104;2;.;1;.;7;170;7;170;–;–;6;430;4;195;4;60;–;–;4;60;1;.;1;.;6;177;6;177;–;–
9474123;      Eggolsheim, M;13;344;7;112;16;3384;10;610;5;.;30;2765;30;2726;2;.;8;215;8;108;8;321;1;.;11;3028;4;343;9;.;5;52;5;100;16;5047;16;5047;–;–;8;313;1;.;7;3181;1;.;7;.;2;.;4;97;18;5083;18;5083;–;–
9474124;      Egloffstein, M;20;366;9;120;29;237;22;124;2;.;42;9736;42;.;–;–;12;962;8;28;10;364;6;130;7;20;1;.;6;.;6;868;8;23;26;431;26;425;1;.;6;302;4;.;3;18;–;–;3;18;3;.;6;18;18;403;18;403;–;–
9474126;      Forchheim, GKSt;7;271;4;92;4;32;4;.;–;–;7;82;7;82;–;–;1;.;5;9;6;223;3;48;2;.;1;.;2;.;2;.;2;.;1;.;1;.;–;–;4;164;2;.;2;.;1;.;1;.;2;.;1;.;3;92;3;.;1;.
9474129;      Gößweinstein, M;45;1104;28;380;49;945;39;273;6;51;86;1299;85;1246;4;.;7;244;15;53;28;1124;15;356;15;371;2;.;14;325;7;128;10;38;39;686;38;653;–;–;21;969;12;330;5;297;1;.;4;195;8;198;6;22;33;557;32;.;–;–
9474132;      Gräfenberg, St;34;1590;29;678;23;565;21;278;3;.;43;830;42;.;1;.;7;775;8;29;25;1192;13;425;10;321;2;.;10;.;5;420;7;30;27;447;26;427;1;.;19;927;10;345;6;31;2;.;5;.;4;.;1;.;25;407;25;407;–;–
9474133;      Hallerndorf;9;332;7;118;10;449;6;.;1;.;20;306;20;306;–;–;5;160;6;68;5;531;2;.;1;.;–;–;1;.;3;38;3;31;12;207;11;.;–;–;5;573;2;.;1;.;1;.;1;.;2;.;2;.;10;185;10;185;–;–
9474134;      Hausen;5;121;3;30;5;40;4;30;1;.;9;721;9;721;–;–;–;–;11;92;4;66;3;34;1;.;1;.;–;–;–;–;5;73;8;1276;8;1276;–;–;2;.;2;.;1;.;–;–;–;–;–;–;2;.;6;.;6;.;–;–
9474135;      Heroldsbach;9;344;8;.;2;.;2;.;–;–;15;516;15;296;2;.;1;.;4;23;6;176;4;.;2;.;–;–;2;.;1;.;3;29;7;170;7;170;–;–;4;142;2;.;1;.;–;–;1;.;1;.;3;23;5;138;5;138;–;–
9474137;      Hetzles;15;365;10;134;9;110;8;72;1;.;11;367;11;367;–;–;1;.;1;.;8;338;5;125;3;.;–;–;3;.;–;–;1;.;5;227;5;227;–;–;6;313;3;.;3;13;–;–;3;.;–;–;1;.;4;53;4;53;–;–
9474138;      Hiltpoltstein, M;29;912;23;376;21;434;17;.;1;.;17;3201;17;3201;–;–;2;.;1;.;17;743;13;312;7;231;1;.;7;195;2;.;2;.;14;1130;12;1098;1;.;14;684;9;294;3;276;–;–;3;276;1;.;3;20;12;343;12;.;1;.
9474140;      Igensdorf, M;31;1623;21;604;20;791;16;281;4;.;26;.;25;483;1;.;6;222;10;86;19;1586;15;612;6;40;1;.;6;31;5;58;6;71;16;.;16;2559;2;.;16;1195;9;457;2;.;1;.;1;.;5;46;6;73;12;.;12;5576;1;.
9474143;      Kirchehrenbach;8;149;6;72;13;153;10;97;–;–;11;170;11;170;–;–;2;.;2;.;5;85;4;30;7;91;–;–;6;.;2;.;3;53;5;65;5;65;–;–;5;.;3;16;3;7;–;–;3;7;1;.;1;.;6;70;6;70;–;–
9474144;      Kleinsendelbach;10;222;7;89;2;.;2;.;–;–;10;163;10;.;1;.;2;.;2;.;5;282;3;.;–;–;–;–;–;–;–;–;–;–;2;.;2;.;–;–;4;299;3;157;–;–;–;–;–;–;1;.;1;.;2;.;2;.;–;–
9474145;      Kunreuth;14;498;12;233;5;39;4;24;1;.;9;112;9;112;–;–;1;.;1;.;9;336;6;152;1;.;–;–;1;.;1;.;3;17;5;91;5;.;1;.;8;297;3;123;1;.;–;–;1;.;–;–;1;.;4;80;4;80;–;–
9474146;      Langensendelbach;8;388;7;139;11;268;10;.;3;.;5;87;5;87;–;–;–;–;3;41;5;325;3;.;4;86;1;.;4;31;1;.;3;32;4;43;4;43;–;–;4;104;2;.;4;70;1;.;4;.;1;.;3;44;3;49;3;49;–;–
9474147;      Leutenbach;21;661;17;248;17;189;15;104;1;.;30;329;30;329;–;–;2;.;1;.;11;547;8;.;7;47;2;.;6;16;1;.;3;5;19;212;19;212;–;–;7;935;2;.;4;118;1;.;4;102;3;.;4;16;11;118;11;118;–;–
9474154;      Neunkirchen a.Brand, M;27;866;23;346;32;713;27;239;6;93;33;835;33;786;2;.;3;.;12;75;16;726;12;.;14;183;–;–;14;183;2;.;10;61;15;323;15;268;1;.;15;943;9;409;13;162;–;–;13;162;3;129;7;52;14;467;14;467;–;–
9474156;      Obertrubach;10;100;7;53;23;228;21;116;3;17;35;566;35;.;1;.;5;235;8;20;3;31;2;.;9;129;2;.;9;54;2;.;6;25;13;239;12;.;1;–;3;42;1;.;4;63;1;.;3;27;2;.;3;9;11;207;11;207;–;–
9474158;      Pinzberg;13;539;13;243;8;164;6;127;1;.;14;214;13;191;2;.;1;.;2;.;8;538;6;.;2;.;1;.;1;.;–;–;2;.;8;106;8;106;–;–;6;423;5;.;–;–;–;–;–;–;–;–;1;.;6;97;6;97;–;–
9474160;      Poxdorf;6;357;6;176;4;.;4;56;1;.;2;.;2;.;–;–;1;.;3;.;5;509;5;.;1;.;–;–;1;.;1;.;2;.;2;.;2;.;1;.;3;453;3;202;1;.;–;–;1;.;1;.;3;37;3;.;3;105;1;.
9474161;      Pretzfeld, M;18;340;12;167;18;263;17;.;2;.;34;1791;32;1734;3;12;8;343;3;9;11;185;6;.;10;191;1;.;10;104;7;307;3;8;24;3568;23;.;–;–;9;195;5;61;8;199;1;.;8;125;6;182;3;12;22;3078;22;.;1;.
9474168;      Unterleinleiter;4;112;1;.;5;38;2;.;1;.;6;118;6;118;–;–;1;.;2;.;2;.;1;.;–;–;–;–;–;–;–;–;–;–;4;45;4;45;–;–;2;.;1;.;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9474171;      Weilersbach;10;312;8;95;8;116;8;36;1;.;7;118;7;118;–;–;1;.;2;.;5;199;3;63;2;.;1;.;1;.;1;.;2;.;5;99;5;99;–;–;5;223;3;57;2;.;–;–;2;.;1;.;1;.;9;172;8;.;–;–
9474173;      Weißenohe;2;.;2;.;–;–;–;–;–;–;1;.;1;.;–;–;3;65;–;–;2;.;2;.;–;–;–;–;–;–;2;.;–;–;–;–;–;–;–;–;2;.;2;.;–;–;–;–;–;–;2;.;–;–;–;–;–;–;–;–
9474175;      Wiesenthau;7;358;6;172;7;89;7;69;–;–;11;135;11;.;1;.;1;.;2;.;4;284;4;145;1;.;–;–;1;.;1;.;–;–;2;.;2;.;–;–;4;274;4;143;2;.;–;–;2;.;1;.;–;–;3;67;3;67;–;–
9474176;      Wiesenttal, M;34;1693;23;608;17;553;17;335;1;.;21;279;21;.;–;–;2;.;6;30;22;1759;15;606;7;216;2;.;6;170;2;.;4;52;22;541;22;.;1;.;21;1697;11;498;5;241;1;.;5;212;2;.;3;31;21;603;21;603;–;–
9475112;      Bad Steben, M;24;596;14;180;7;292;7;107;1;.;12;437;12;.;–;–;3;20;5;31;13;525;10;207;2;.;–;–;2;.;–;–;3;35;6;161;6;161;–;–;12;428;7;.;3;25;–;–;2;.;2;.;4;37;8;195;8;.;1;.
9475113;      Berg;32;1612;26;660;13;1233;12;233;5;.;16;407;15;.;1;.;5;91;7;18;18;1176;11;419;5;972;2;.;5;598;3;81;4;10;11;381;10;381;1;–;16;1215;10;444;3;.;1;.;3;.;3;74;2;.;9;530;8;.;2;.
9475120;      Döhlau;10;736;9;304;7;2193;5;420;5;428;6;396;6;.;1;.;2;.;4;21;7;502;5;.;6;2056;4;323;6;512;1;.;3;23;5;434;5;.;1;.;6;477;3;.;5;2566;5;.;4;.;1;.;2;.;5;405;5;.;1;.
9475123;      Feilitzsch;20;1575;18;661;15;1875;10;172;7;499;13;540;13;540;–;–;2;.;6;24;14;1546;13;662;7;1333;4;251;6;.;2;.;5;13;10;220;10;220;–;–;15;1679;13;662;4;735;2;.;4;121;2;.;2;.;8;155;8;155;–;–
9475127;      Gattendorf;19;1164;16;441;6;2014;4;356;5;295;5;472;5;.;1;.;–;–;4;13;16;1006;14;.;6;1582;4;171;6;484;–;–;4;13;2;.;2;.;–;–;13;758;9;.;4;1630;3;105;4;1021;–;–;1;.;1;.;1;.;–;–
9475128;      Geroldsgrün;13;296;7;.;6;108;5;88;–;–;12;394;12;.;1;.;7;142;4;36;10;323;4;.;3;64;–;–;3;64;5;127;3;18;11;397;11;397;1;–;9;.;2;.;2;.;–;–;2;.;4;103;3;48;11;311;11;311;–;–
9475136;      Helmbrechts, St;39;2315;32;859;22;2353;19;987;6;.;27;736;27;.;2;.;3;100;7;39;32;2599;24;1062;15;1636;1;.;15;1235;1;.;3;21;17;567;17;.;1;.;27;2553;20;1098;10;1233;1;.;10;829;–;–;3;24;16;559;16;.;1;.
9475137;      Issigau;8;377;6;146;4;.;4;87;2;.;5;163;5;.;2;.;1;.;2;.;4;316;4;138;1;.;1;.;1;.;–;–;–;–;4;85;4;.;1;.;5;312;3;.;1;.;1;.;1;.;–;–;2;.;3;81;3;81;–;–
9475141;      Köditz;28;2909;22;848;20;3108;17;1125;11;315;17;2276;17;.;1;.;2;.;4;16;19;3277;15;.;9;2546;3;.;9;.;1;.;3;18;11;1862;11;1827;1;.;17;3301;13;.;11;2356;5;137;10;1804;–;–;–;–;7;1955;7;1955;–;–
9475142;      Konradsreuth;59;3837;48;1523;39;4188;33;1545;14;340;31;1581;31;.;–;–;4;22;4;18;49;3994;38;1572;22;3209;4;140;22;2485;4;40;4;25;21;1542;20;1497;2;.;45;4033;32;1523;18;2541;3;69;17;2164;4;31;3;14;20;1571;20;.;–;–
9475145;      Leupoldsgrün;8;462;7;191;5;.;5;517;1;.;4;73;4;73;–;–;1;.;–;–;5;458;4;.;3;.;1;.;3;.;–;–;–;–;1;.;1;.;–;–;3;542;3;195;1;.;1;.;1;.;–;–;–;–;1;.;1;.;–;–
9475146;      Lichtenberg, St;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;1;.;1;.;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9475154;      Münchberg, St;77;5108;66;1977;45;3629;37;1176;20;406;45;1280;43;1070;3;.;10;134;13;149;57;4421;46;1865;22;3625;9;295;22;1985;9;154;12;158;26;834;26;834;1;–;51;4025;40;1693;12;2230;4;.;12;1576;11;147;10;134;25;1009;25;1009;–;–
9475156;      Naila, St;22;1189;13;509;6;463;6;121;1;.;8;290;8;.;–;–;6;419;8;57;19;1317;9;540;1;.;1;.;1;.;1;.;4;27;9;210;9;.;–;–;18;1257;9;514;2;.;1;.;2;.;3;18;5;19;7;150;7;120;1;.
9475158;      Oberkotzau, M;12;778;11;.;3;129;3;.;2;.;6;119;6;.;–;–;1;.;3;30;9;565;5;.;1;.;1;.;1;.;1;.;1;.;6;378;6;378;–;–;7;521;5;.;3;173;2;.;3;113;1;.;4;52;5;709;5;709;–;–
9475161;      Regnitzlosau;36;2489;28;832;16;1158;14;594;1;.;19;477;19;477;–;–;–;–;10;35;28;2425;23;986;5;584;–;–;5;584;–;–;6;26;14;427;14;.;2;.;24;2417;18;.;5;490;–;–;5;490;–;–;6;14;13;341;13;341;–;–
9475162;      Rehau, St;55;2548;35;855;21;1496;19;442;7;.;32;742;31;.;–;–;5;172;13;117;30;1971;20;659;6;.;1;.;6;547;4;32;5;82;15;696;15;696;–;–;26;2092;17;805;5;1172;2;.;4;177;2;.;6;94;14;10666;13;.;1;.
9475165;      Schauenstein, St;37;2331;31;958;12;414;12;184;3;30;13;685;13;685;–;–;5;113;5;18;31;2481;21;1074;9;380;1;.;9;275;5;58;2;.;10;559;10;559;–;–;25;2319;16;982;7;352;1;.;7;263;4;27;1;.;9;524;9;524;–;–
9475168;      Schwarzenbach a.d.Saale, St;61;4201;53;1592;28;1863;27;895;8;74;41;1464;40;1304;2;.;2;.;8;28;43;4721;34;1729;17;1386;7;94;17;911;2;.;6;21;27;1172;26;.;2;.;40;4510;27;1574;12;779;2;.;12;588;3;.;5;18;19;667;19;580;2;.
9475169;      Schwarzenbach a.Wald, St;19;816;15;347;7;225;4;93;3;.;9;202;9;.;1;.;2;.;5;22;17;870;13;379;1;.;1;.;1;.;–;–;3;5;2;.;2;.;–;–;13;760;11;.;2;.;–;–;2;.;–;–;1;.;6;150;6;.;–;–
9475171;      Selbitz, St;30;2192;24;918;16;2236;13;809;5;.;6;138;6;138;–;–;4;99;9;79;26;2657;22;.;12;1636;3;.;12;.;3;.;5;75;9;116;9;116;–;–;25;2713;20;1209;9;1176;4;136;9;750;2;.;6;70;7;.;7;.;–;–
9475174;      Sparneck, M;10;577;8;192;5;228;5;166;–;–;3;82;3;82;–;–;2;.;3;24;6;597;5;.;3;218;–;–;3;218;–;–;–;–;–;–;–;–;–;–;6;555;4;.;3;77;–;–;3;77;–;–;–;–;–;–;–;–;–;–
9475175;      Stammbach, M;37;1886;32;727;17;1652;13;.;3;.;10;197;10;197;–;–;3;114;6;20;24;1896;20;.;10;2001;2;.;8;.;3;63;1;.;8;150;8;150;–;–;23;1782;16;.;7;1993;3;.;6;1102;1;.;2;.;7;128;7;.;1;.
9475181;      Töpen;21;1220;13;442;10;1330;9;.;2;.;8;199;8;199;–;–;–;–;2;.;11;1055;7;465;4;124;1;.;4;97;–;–;3;6;4;130;4;130;–;–;10;1039;6;.;1;.;–;–;1;.;–;–;2;.;2;.;2;.;–;–
9475182;      Trogen;7;468;7;211;2;.;2;.;–;–;4;325;4;325;–;–;1;.;1;.;7;425;6;.;2;.;–;–;2;.;–;–;1;.;2;.;2;.;–;–;3;.;3;.;2;.;–;–;2;.;–;–;–;–;2;.;2;.;–;–
9475184;      Weißdorf;26;1450;20;484;9;2418;7;471;4;.;10;181;10;181;–;–;2;.;5;16;23;1444;16;551;6;2037;3;.;6;696;1;.;2;.;6;122;6;122;–;–;22;1414;14;535;4;1281;2;.;4;407;2;.;1;.;5;103;5;103;–;–
9475189;      Zell im Fichtelgebirge, M;33;1901;24;709;6;281;6;.;1;.;15;1306;15;.;–;–;3;66;1;.;21;2077;20;926;2;.;–;–;2;.;2;.;1;.;13;1384;12;.;1;.;20;1929;18;991;3;292;1;.;3;239;–;–;–;–;11;1699;11;1699;–;–
9475444;      Gemeindefreie Gebiete;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9476145;      Kronach, St;48;1636;26;572;16;532;13;306;3;24;45;1084;45;.;1;.;10;566;16;161;30;1758;16;625;4;.;3;12;2;.;7;392;12;144;22;5464;21;622;4;.;27;1717;15;637;4;.;1;.;4;.;7;494;10;145;19;.;18;398;3;.
9476146;      Küps, M;31;1620;23;630;10;2526;8;473;4;.;10;1679;10;.;–;–;3;31;11;97;20;1399;14;.;6;3780;4;.;5;926;–;–;6;75;2;.;2;.;–;–;14;1054;9;375;6;3253;3;.;6;369;3;.;5;111;3;39;3;39;–;–
9476152;      Ludwigsstadt, St;22;835;17;344;9;380;8;.;3;.;10;507;10;507;–;–;9;157;4;10;10;769;8;323;3;43;1;.;3;.;–;–;3;11;5;104;5;104;–;–;10;850;8;383;1;.;1;.;1;.;1;.;4;24;4;72;4;72;–;–
9476154;      Mitwitz, M;22;913;12;212;12;2382;11;620;3;343;16;377;15;.;1;.;8;310;6;67;14;795;5;166;7;2051;1;.;7;933;6;367;5;39;12;558;11;314;3;.;11;604;5;134;4;1066;1;.;4;711;5;365;3;32;12;436;11;330;2;.
9476159;      Nordhalben, M;5;76;4;28;1;.;–;–;–;–;3;35;3;35;–;–;1;.;3;48;5;78;3;.;1;.;–;–;1;.;–;–;2;.;5;40;5;40;–;–;4;64;2;.;–;–;–;–;–;–;–;–;2;.;6;42;6;42;–;–
