;;Rinder;;Milchkühe (2 Jahre und älter);;Schweine;;Mastschweine (50 kg Lebendgewicht und darüber);;Zuchtsauen;;Hühner;;Legehennen (6 Monate und älter);;Masthühner;;Schafe;;Pferde;;Rinder;;Milchkühe (2 Jahre und älter);;Schweine;;Mastschweine (50 kg Lebendgewicht und darüber);;Zuchtsauen;;Hühner;;Legehennen (6 Monate und älter);;Masthühner;;Schafe;;Pferde;;Rinder;;Milchkühe;;Schweine;;Zuchtsauen;;Andere Schweine;;Schafe;;Einhufer;;Hühner;;Legehennen;;Masthühner und -hähne;
;;Viehhalter (ab 1999);Viehbestand (ab 1999);Viehhalter (ab 1999);Viehbestand (ab 1999);Viehhalter (ab 1999);Viehbestand (ab 1999);Viehhalter (ab 1999);Viehbestand (ab 1999);Viehhalter (ab 1999);Viehbestand (ab 1999);Viehhalter (ab 1999);Viehbestand (ab 1999);Viehhalter (ab 1999);Viehbestand (ab 1999);Viehhalter (ab 1999);Viehbestand (ab 1999);Viehhalter (ab 1999);Viehbestand (ab 1999);Viehhalter (ab 1999);Viehbestand (ab 1999);Viehhalter (ab 1999);Viehbestand (ab 1999);Viehhalter (ab 1999);Viehbestand (ab 1999);Viehhalter (ab 1999);Viehbestand (ab 1999);Viehhalter (ab 1999);Viehbestand (ab 1999);Viehhalter (ab 1999);Viehbestand (ab 1999);Viehhalter (ab 1999);Viehbestand (ab 1999);Viehhalter (ab 1999);Viehbestand (ab 1999);Viehhalter (ab 1999);Viehbestand (ab 1999);Viehhalter (ab 1999);Viehbestand (ab 1999);Viehhalter (ab 1999);Viehbestand (ab 1999);Landwirtschaftliche Betriebe mit Viehhaltung;Tiere;Landwirtschaftliche Betriebe mit Viehhaltung;Tiere;Landwirtschaftliche Betriebe mit Viehhaltung;Tiere;Landwirtschaftliche Betriebe mit Viehhaltung;Tiere;Landwirtschaftliche Betriebe mit Viehhaltung;Tiere;Landwirtschaftliche Betriebe mit Viehhaltung;Tiere;Landwirtschaftliche Betriebe mit Viehhaltung;Tiere;Landwirtschaftliche Betriebe mit Viehhaltung;Tiere;Landwirtschaftliche Betriebe mit Viehhaltung;Tiere;Landwirtschaftliche Betriebe mit Viehhaltung;Tiere
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl
;;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl
9263;    Straubing (Krfr.St);14;485;8;84;12;2406;5;37;12;572;9;358;9;358;–;–;3;47;10;57;6;.;2;.;4;935;3;.;2;.;3;.;4;36;7;575;7;.;1;.;5;333;1;.;3;.;2;.;3;16;3;16;3;16;8;.;8;.;–;–
9271;    Deggendorf (Lkr);862;34799;521;10048;209;42754;155;11777;106;5367;551;448682;539;178953;18;269560;104;4873;236;1123;531;31780;323;10327;103;32911;43;2937;94;17710;54;2832;153;878;333;274098;322;18976;18;254997;460;28741;263;9231;71;29259;32;2496;67;14774;53;3163;136;803;323;345907;308;19378;15;326357
9272;    Freyung-Grafenau (Lkr);1177;41736;863;17217;106;936;77;306;6;107;542;21138;540;11163;7;.;141;3754;353;1738;780;38543;570;16985;49;.;6;80;44;153;62;2960;199;1265;278;20235;275;19144;7;213;682;35060;481;15455;33;575;6;.;29;111;60;2677;186;1084;283;21945;280;21599;7;267
9273;    Kelheim (Lkr);452;24154;313;7331;509;105910;325;33806;331;13030;363;126986;360;16500;6;.;93;7304;120;879;268;18269;161;5456;231;88214;93;5961;213;57551;62;6304;83;756;251;137419;242;46139;8;.;216;16010;116;4730;164;74219;53;3952;157;50228;45;4992;74;721;229;.;224;18727;10;.
9274;    Landshut (Lkr);1215;86091;768;19996;834;358305;584;132873;482;32687;424;683663;406;156760;27;491359;126;8423;263;1794;822;72927;469;17082;604;434479;233;28128;567;303955;107;7262;171;1401;367;1002894;336;152760;45;808339;695;65801;356;15490;525;405835;177;20361;505;288521;91;6265;162;1440;394;.;361;178378;40;940828
9275;    Passau (Lkr);1773;90656;1342;33168;840;339908;678;138745;415;24913;882;220976;879;189188;29;.;250;9951;452;2377;1158;83869;878;32699;516;316279;190;15609;492;239343;125;4492;248;1690;551;247609;547;225537;14;.;1018;77398;723;29614;428;279126;136;11545;409;210796;129;4542;234;1592;580;414180;571;361814;17;51923
9276;    Regen (Lkr);1109;40234;795;15910;73;1849;50;300;12;300;447;9412;445;9360;5;6;144;3767;415;1565;766;38479;546;15978;42;1446;7;256;37;370;66;1992;246;1101;268;5050;268;4970;5;20;687;36538;473;15286;31;819;2;.;29;326;62;1585;253;1221;313;7011;311;6902;2;.
9277;    Rottal-Inn (Lkr);2061;132860;1545;37751;467;108436;337;39892;207;11018;585;1302582;556;161276;41;1023653;161;10080;311;1730;1421;118512;970;33363;258;97594;83;6271;241;65425;106;7025;198;1309;465;1503837;417;581337;46;836409;1205;106998;744;28765;195;84992;60;4551;186;60618;98;8041;167;1098;447;.;401;491147;47;1443606
9278;    Straubing-Bogen (Lkr);1060;43301;728;15908;459;97632;241;17881;328;15219;627;1168432;609;228936;28;939055;139;13245;283;1466;621;37075;438;14743;225;80832;114;7284;195;43351;83;9028;148;799;428;276787;422;85563;15;.;526;34467;358;13814;148;64635;78;5460;136;36849;73;9223;134;665;399;325450;394;.;16;193120
9279;    Dingolfing-Landau (Lkr);502;33987;267;6138;484;177831;348;63039;274;15897;251;342633;244;198356;9;.;66;6446;156;736;315;29240;141;4569;281;176339;114;10086;256;114231;42;5074;86;526;248;318698;238;35209;14;283401;258;25915;101;3379;228;159100;85;8530;213;105787;44;4264;63;395;234;343283;225;39859;17;303324
9361;    Amberg (Krfr.St);40;2039;32;686;18;3848;17;.;6;191;23;.;23;.;–;–;6;1126;8;56;27;2233;19;.;8;.;2;.;8;.;3;.;3;.;15;.;15;.;2;.;19;1809;13;.;5;1804;–;–;5;1804;4;.;4;18;12;.;12;.;1;.
9362;    Regensburg (Krfr.St);8;329;6;86;3;35;2;.;1;.;6;.;6;188;1;.;3;143;5;78;4;111;2;.;2;.;–;–;2;.;3;.;1;.;3;.;3;.;–;–;1;.;–;–;1;.;–;–;1;.;3;.;–;–;2;.;2;.;–;–
9363;    Weiden i.d.OPf. (Krfr.St);52;3315;40;1237;24;4990;21;2085;11;.;26;667;26;.;1;.;6;101;13;149;37;2858;29;1221;14;2529;1;.;14;2283;–;–;12;193;15;470;15;.;1;.;31;.;23;.;11;.;3;.;10;.;–;–;10;223;18;.;18;458;2;.
9371;    Amberg-Sulzbach (Lkr);931;53527;719;19013;528;51825;439;15423;205;6487;574;38853;569;32000;17;6566;93;2418;177;980;662;52739;510;20365;235;47223;99;5110;217;23887;54;2693;118;708;351;92418;339;51726;15;40193;573;48654;416;19358;160;40089;63;3338;150;21615;53;2296;113;659;317;102206;309;49967;19;51089
9372;    Cham (Lkr);2264;112536;1742;37570;267;23895;192;6299;95;3068;1050;77666;1044;41859;9;35545;158;5382;453;1575;1584;106791;1238;38773;123;20808;42;2358;113;10010;72;1653;280;1270;611;90593;593;29082;16;61193;1394;100997;1037;36988;94;21408;30;.;84;9623;80;2066;270;1241;633;.;626;36502;20;53087
9373;    Neumarkt i.d.OPf. (Lkr);1129;55262;853;19737;632;46337;550;17039;160;4153;810;390165;805;28276;22;360635;169;16318;192;1476;678;49083;520;19049;252;38302;64;2218;233;27510;98;10157;134;1413;516;36109;506;35775;18;198;542;45010;382;17808;158;32074;37;1634;147;22198;87;11771;125;1267;451;47659;446;44424;10;.
9374;    Neustadt a.d.Waldnaab (Lkr);1142;64879;931;23733;370;27192;275;8116;111;3282;686;29323;677;24525;33;1473;96;3254;189;1184;837;62247;679;25722;154;25639;43;2361;144;13749;52;1184;117;1028;400;26480;394;25329;16;771;713;57287;541;23574;98;20136;23;1662;88;11000;42;1082;114;1000;378;54469;374;52749;16;1397
9375;    Regensburg (Lkr);790;42417;577;13995;305;39315;214;8513;135;5819;403;927768;393;636517;15;45403;86;3402;163;1415;492;36549;344;12339;160;34783;67;3968;141;14268;55;4259;119;1430;304;2198223;292;748057;20;.;409;33170;256;10788;107;27523;41;3008;100;11759;49;4036;113;1229;313;2370817;303;711272;17;.
9376;    Schwandorf (Lkr);1375;72518;1051;25167;370;50552;285;12574;166;6851;451;509399;446;.;12;311381;106;4094;185;1171;954;67966;726;26249;186;49014;89;6292;168;19233;63;2997;129;958;376;485464;360;.;23;237048;813;63650;587;24682;149;44299;71;5392;136;15864;63;2021;114;1049;333;446613;321;125791;14;320567
9377;    Tirschenreuth (Lkr);961;55586;787;20008;336;49484;270;14206;122;6088;389;53973;382;9772;24;.;81;1869;187;857;673;53194;539;21025;172;50372;66;5425;163;23744;52;1373;123;764;303;175552;295;24406;17;150679;579;50327;440;20558;126;50735;48;5057;119;20068;48;1285;113;732;299;121503;291;27850;19;93447
9461;    Bamberg (Krfr.St);2;.;–;–;2;.;2;.;–;–;4;.;3;32;1;.;4;179;1;.;1;.;1;.;–;–;–;–;–;–;3;.;1;.;4;.;3;.;1;–;–;–;–;–;–;–;–;–;–;–;1;.;2;.;4;129;4;129;–;–
9462;    Bayreuth (Krfr.St);45;2942;33;1105;6;1549;5;.;2;.;27;2183;27;.;2;.;10;625;10;77;30;3037;25;.;3;2743;2;.;3;.;8;408;7;114;13;4011;13;3960;3;.;29;2836;22;.;5;3198;2;.;5;1355;8;165;7;59;14;4118;14;4083;3;.
9463;    Coburg (Krfr.St);14;.;11;385;7;1265;6;457;5;.;7;.;7;.;1;.;4;.;5;.;8;.;7;.;5;1176;3;46;5;.;3;188;3;.;2;.;2;.;–;–;7;716;5;.;2;.;1;.;2;.;4;142;4;20;2;.;2;.;1;.
9464;    Hof (Krfr.St);28;2229;26;1000;17;.;17;699;5;.;15;437;15;437;–;–;4;.;6;98;21;2135;19;.;10;1421;1;.;10;.;3;.;6;77;12;245;11;.;–;–;18;2003;16;911;5;.;1;.;5;.;2;.;5;.;9;.;9;.;1;.
9471;    Bamberg (Lkr);745;28810;556;11172;661;36591;553;10281;163;4720;650;29225;642;28365;18;644;118;4543;143;1028;399;24523;280;9656;222;29540;71;2824;202;15186;67;3297;88;980;383;44760;373;7237;17;.;304;22698;193;8937;141;24590;39;2300;134;11936;70;3762;88;973;326;38424;324;7875;14;.
9472;    Bayreuth (Lkr);994;51705;781;20907;438;32907;353;11520;103;3541;645;12293;637;11717;20;306;152;4980;216;1543;671;50285;482;21367;187;29934;42;2407;170;18168;100;2845;153;1304;420;8688;416;8442;8;122;577;47506;378;20026;123;24633;31;1992;113;13856;93;2541;146;1185;416;11200;413;10853;14;126
9473;    Coburg (Lkr);423;22995;316;8983;362;78780;305;27163;134;7134;178;88200;177;86889;5;72;43;2635;115;713;256;20594;185;8398;159;72947;56;5848;151;48078;25;1437;63;620;120;109982;115;109582;9;.;215;18859;144;7738;115;61865;32;3467;112;43668;24;1187;60;593;103;149000;101;119897;5;.
9474;    Forchheim (Lkr);441;15149;321;5844;403;10545;336;3791;46;1004;594;67057;588;19153;23;.;94;4589;140;976;268;13806;168;4909;150;5563;23;471;140;3425;66;3044;105;835;332;46676;325;18812;11;.;219;12834;118;4322;95;5018;14;265;87;3198;62;2662;73;607;290;69889;288;23945;5;.
9475;    Hof (Lkr);743;45033;585;17011;347;36738;298;11909;117;3781;377;15162;372;14025;15;749;77;4517;140;872;539;44644;409;17536;180;29577;54;2640;177;15857;48;3002;84;622;250;12177;246;11683;14;449;481;43242;339;16961;139;24145;44;2177;133;14066;45;2851;71;574;221;40093;219;30069;10;.
9476;    Kronach (Lkr);427;13116;255;4694;120;7711;100;2453;20;799;153;10708;149;10448;4;225;66;2381;88;608;242;10922;135;3855;47;7844;14;797;40;3664;37;1514;55;491;95;12697;92;7470;10;.;200;9905;104;3462;31;5880;7;590;31;2549;43;1826;50;477;93;17757;90;7644;7;.
9477;    Kulmbach (Lkr);497;23978;362;8807;240;27771;205;8701;85;3517;250;37297;249;28990;6;.;92;3237;116;927;330;22810;228;8750;124;24072;39;2812;121;10216;61;2237;73;807;177;22684;175;12311;7;.;276;20463;180;7946;83;23274;26;2958;78;9366;60;2269;77;755;169;89867;166;72287;10;.
9478;    Lichtenfels (Lkr);420;16592;280;5700;346;18363;302;6581;61;1405;353;8810;350;8595;4;95;53;3611;77;392;250;14242;145;4977;110;15145;17;660;101;9648;31;2862;50;336;192;33822;187;6653;9;.;191;12855;100;4426;70;12393;12;520;63;7216;31;1957;43;271;176;59787;173;30962;8;.
9479;    Wunsiedel i.Fichtelgebirge (Lkr);399;22812;323;8008;107;8619;87;2497;23;773;182;5178;180;4818;8;.;37;1523;82;593;276;20958;214;7428;53;8419;12;747;53;4940;20;874;52;402;108;4265;103;3986;10;245;229;18423;166;6746;32;7398;8;661;30;3661;19;768;50;424;111;.;110;4196;9;.
9561;    Ansbach (Krfr.St);89;4229;66;1431;56;7809;42;1404;17;.;105;1870;105;1770;3;.;14;779;19;183;45;3441;30;1110;32;7038;10;751;28;3472;4;.;12;135;57;3948;57;.;1;.;40;3161;26;976;20;7659;7;758;15;2453;8;577;10;39;40;4701;40;.;–;–
9562;    Erlangen (Krfr.St);34;1879;30;776;17;312;13;198;1;.;33;6696;31;6001;2;.;2;.;6;47;22;2052;20;.;5;46;1;.;4;.;1;.;6;49;27;5753;27;.;–;–;23;2106;19;.;4;163;–;–;4;.;2;.;7;.;29;.;29;.;–;–
9563;    Fürth (Krfr.St);25;1264;16;399;12;1478;12;.;1;.;17;562;17;514;2;.;5;.;6;56;17;1216;13;.;6;1522;1;.;6;884;6;.;5;70;13;397;13;397;–;–;15;1254;11;.;4;.;1;.;4;.;8;.;2;.;9;.;9;460;1;.
9564;    Nürnberg (Krfr.St);28;1116;19;372;19;454;16;262;2;.;24;939;23;.;2;.;8;2259;17;140;20;901;8;271;8;160;1;.;7;.;8;2128;12;108;15;1485;15;.;2;.;11;687;6;.;8;157;–;–;7;.;8;.;12;124;14;.;14;.;–;–
9565;    Schwabach (Krfr.St);25;1067;18;458;11;545;10;.;1;.;23;743;22;.;1;.;3;26;9;85;16;1107;13;.;7;219;1;.;6;153;3;24;8;136;14;680;14;.;–;–;13;935;10;.;4;75;–;–;4;75;2;.;6;127;11;.;11;851;1;.
9571;    Ansbach (Lkr);2209;132452;1664;41580;1390;188277;1192;56696;481;19799;1343;121589;1337;56104;19;.;330;19492;346;2282;1371;114704;962;39519;621;174734;203;14589;583;99310;184;11958;243;1868;877;182318;855;56558;26;102917;1123;108846;734;36682;447;155945;132;10859;419;87696;152;9687;194;1492;749;232351;739;88180;24;113242
9572;    Erlangen-Höchstadt (Lkr);279;12132;203;4421;235;9854;192;3840;44;817;275;12668;274;12307;8;212;64;3656;89;972;169;10367;110;4095;84;5179;11;283;78;3892;36;3167;62;864;181;21032;178;6616;8;.;137;9549;84;3680;61;3880;3;24;59;3778;28;5114;55;761;160;.;157;23250;10;358
9573;    Fürth (Lkr);253;16815;202;5696;133;8863;119;3473;32;858;186;8688;186;6811;9;1610;34;1259;57;609;186;15384;131;5788;54;6474;12;532;52;3882;25;764;40;612;120;5154;120;4876;4;35;152;13460;102;5274;41;5829;7;523;39;3138;19;725;33;549;119;7927;116;7359;5;408
9574;    Nürnberger Land (Lkr);507;19095;342;6866;446;17822;374;7067;89;1608;539;23838;537;21135;16;997;144;7816;177;1422;314;16986;206;6316;178;10906;39;654;162;7595;74;6178;128;1418;290;135196;286;132811;15;1225;276;15815;158;5977;121;.;22;.;112;5465;74;6377;118;1253;283;145523;281;140173;13;.
9575;    Neustadt a.d.Aisch-Bad Windsheim (Lkr);1116;64442;835;20974;1059;218275;907;69521;425;20313;569;194235;566;123865;10;.;178;14409;191;1049;664;55366;461;19811;475;184537;142;12592;450;118909;105;9050;118;711;350;337797;342;218016;13;.;520;49606;348;17896;328;160065;86;8926;310;104445;97;9098;99;613;309;.;303;189514;13;.
9576;    Roth (Lkr);747;35619;570;12930;417;24254;353;8652;79;2252;568;32400;565;24519;14;.;132;8932;133;1083;497;34292;353;13205;176;16134;36;1426;162;10228;73;4756;91;1000;363;29510;358;24304;21;.;400;31357;267;12098;116;15741;22;1182;111;9569;70;5805;83;785;340;44641;338;28810;16;.
9577;    Weißenburg-Gunzenhausen (Lkr);954;55173;695;17106;624;70317;546;22213;208;8230;733;30736;729;20740;9;.;172;16079;169;931;603;48263;423;16405;257;62550;79;6765;242;30250;110;13491;106;584;468;40516;463;27417;11;.;473;43750;290;14195;176;53322;55;5146;164;26487;110;12790;103;535;395;42022;388;34965;6;.
9661;    Aschaffenburg (Krfr.St);12;.;7;145;4;9;4;9;–;–;7;.;7;.;–;–;5;1420;9;34;10;442;3;129;2;.;–;–;2;.;3;.;5;.;8;286;8;286;–;–;9;403;2;.;2;.;–;–;2;.;4;.;6;.;7;1746;7;1746;–;–
9662;    Schweinfurt (Krfr.St);2;.;1;.;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;2;.;1;.;1;.;–;–;1;.;1;.;2;.;2;.;1;.;–;–;2;.;1;.;–;–;–;–;–;–;1;.;2;.;2;.;2;.;–;–
9663;    Würzburg (Krfr.St);9;222;6;.;9;346;9;.;2;.;8;.;8;.;1;.;3;74;8;134;8;.;2;.;3;.;1;.;3;135;–;–;6;154;5;.;5;.;–;–;6;142;2;.;3;205;1;.;3;169;–;–;3;121;5;1120;4;.;1;.
9671;    Aschaffenburg (Lkr);212;6736;51;820;91;12153;72;.;18;.;122;41801;120;40845;5;34;101;12121;198;1330;163;5837;14;499;48;8872;7;.;47;4796;77;8567;146;1303;95;19441;94;19256;7;86;149;5526;13;415;31;6439;7;615;29;3360;80;7104;137;1327;92;15821;92;15726;3;.
9672;    Bad Kissingen (Lkr);427;18464;219;5386;291;27525;211;10383;92;3494;341;77384;337;37662;9;.;123;10192;173;954;305;17156;134;5458;117;25963;30;1887;109;15608;79;8665;114;761;209;84814;205;57681;8;.;267;16260;110;5049;92;21329;21;1141;83;14226;76;9235;107;767;203;62376;200;61740;6;578
9673;    Rhön-Grabfeld (Lkr);386;12713;203;3833;394;59404;304;17510;157;7737;321;64675;319;24010;5;.;110;9744;154;761;206;10731;87;3114;152;50132;52;4378;139;27062;76;7961;94;582;201;148005;192;31612;12;.;183;10351;67;2709;97;42535;31;3675;91;22509;64;7774;74;490;167;.;164;49208;7;.
9674;    Haßberge (Lkr);501;20621;316;7344;447;57322;373;19031;181;6059;464;20684;460;19676;16;483;108;5323;142;579;288;17895;177;6750;156;36936;48;2567;147;25014;63;2964;73;380;238;47962;234;21095;13;.;228;15940;112;5902;98;30222;30;2214;89;18579;65;3613;74;428;211;47945;208;24514;12;.
9675;    Kitzingen (Lkr);401;19626;279;6737;392;77354;317;22247;182;9062;322;39924;320;10867;10;.;59;4225;108;621;242;16781;148;5582;180;77948;60;6008;168;46115;42;2380;78;495;217;62975;212;32772;12;29110;186;14878;112;4905;127;61432;33;3698;122;39352;42;2455;74;591;186;86994;185;59177;12;.
9676;    Miltenberg (Lkr);192;10402;73;2139;92;18357;83;7488;22;1278;89;5933;86;5501;3;.;65;7541;123;776;152;10200;33;1803;47;17044;13;1268;41;10157;47;5820;91;815;81;13215;80;10162;3;.;136;.;30;1595;37;.;11;1015;33;6947;51;4899;94;770;80;12311;80;11043;2;.
9677;    Main-Spessart (Lkr);272;10215;101;1830;226;21814;194;7305;46;2651;240;25130;240;16718;4;.;131;14672;188;985;185;9299;49;1219;96;15522;18;1308;90;8402;69;12451;121;698;151;28405;147;27084;7;.;167;8704;37;1142;63;16343;17;1212;59;9450;69;11734;106;606;135;26433;134;25795;6;.
9678;    Schweinfurt (Lkr);364;17083;180;3878;454;54948;383;20724;159;5583;360;50157;358;20767;6;.;54;7138;108;655;205;14749;77;3490;165;32498;47;2357;155;20504;26;3143;71;561;223;22433;216;21932;12;442;171;14352;53;3109;107;26163;31;.;96;.;28;3029;70;567;175;26592;169;25987;12;430
9679;    Würzburg (Lkr);346;18917;206;4728;351;73828;283;23618;141;8410;238;43520;237;40404;8;1538;55;4539;95;746;223;16151;108;3661;165;70330;62;6773;152;37595;50;4629;69;612;160;35526;157;35204;8;225;181;14335;74;2685;124;59185;50;4962;116;31827;50;5467;70;711;140;47946;139;47751;7;.
9761;    Augsburg (Krfr.St);20;1418;12;393;7;.;6;217;3;.;14;595;14;.;1;.;7;705;12;55;13;.;4;.;4;.;2;.;4;.;6;769;8;77;11;3128;11;3028;1;.;13;1160;2;.;2;.;1;.;2;.;6;902;5;43;9;.;9;2970;1;.
9762;    Kaufbeuren (Krfr.St);33;1720;28;884;4;17;2;.;1;.;11;3417;11;.;1;.;5;105;13;200;27;.;22;.;2;.;1;.;1;.;1;.;4;131;10;.;9;.;–;–;26;1862;22;.;2;.;2;.;1;.;2;.;5;104;12;3964;12;.;–;–
9763;    Kempten (Allgäu) (Krfr.St);101;5347;85;2727;4;48;2;.;1;.;12;181;12;181;–;–;6;146;17;109;69;5256;60;.;1;.;–;–;1;.;4;.;9;53;17;.;17;.;–;–;64;4762;53;2609;1;.;–;–;1;.;5;.;8;53;15;.;15;207;1;.
9764;    Memmingen (Krfr.St);85;5146;77;2316;6;.;4;175;2;.;34;624;34;.;1;.;10;459;20;157;51;4230;43;1815;3;65;–;–;3;65;8;356;11;172;18;343;18;343;–;–;47;4072;37;1773;4;53;1;.;3;.;6;292;10;131;16;.;16;.;–;–
9771;    Aichach-Friedberg (Lkr);786;52258;525;15167;360;121007;247;43703;170;10245;378;61261;377;54982;12;.;81;4738;121;994;513;46307;310;12895;219;119456;70;8642;198;77896;56;3830;85;1058;260;103828;257;87625;6;.;422;42302;224;11265;164;106780;46;5934;152;72522;55;3536;75;1015;249;.;244;93880;10;10253
9772;    Augsburg (Lkr);1015;60765;793;23781;202;56409;141;17302;71;5489;458;104341;453;63648;12;39774;98;5015;258;2167;676;55296;504;22287;127;80831;33;8556;121;36793;65;3634;176;1840;345;90081;339;37018;16;52944;587;51157;410;19927;111;85037;26;7707;102;35575;59;3088;164;1753;330;115867;327;54947;9;60191
9773;    Dillingen a.d.Donau (Lkr);698;51264;472;13560;335;101170;265;32754;157;9679;223;61101;222;10013;9;.;94;8103;115;824;460;46751;278;12287;199;104771;61;6056;186;67041;90;5825;78;675;195;229333;190;.;12;167899;405;44417;217;11684;152;96749;50;5110;149;61605;88;5436;75;604;201;206322;195;.;9;173389
9774;    Günzburg (Lkr);819;50661;627;18809;153;35605;122;13619;52;3451;406;52050;404;31082;5;.;112;7471;182;1230;566;46263;401;17065;86;32186;21;2030;80;21678;73;4469;114;891;265;33355;263;31929;7;.;500;44725;318;15893;59;27572;14;1637;57;19922;72;5976;110;890;278;.;274;34565;8;.
9775;    Neu-Ulm (Lkr);409;27055;298;9364;123;19867;98;6766;27;1044;251;95386;248;25765;4;.;53;5259;106;747;269;23339;182;8443;48;15966;13;1384;42;10155;45;4539;77;758;162;118761;158;43930;5;.;225;22463;141;8031;34;13415;6;953;32;7125;47;5266;68;686;155;123895;151;49063;4;74759
9776;    Lindau (Bodensee) (Lkr);691;28749;581;14304;47;2457;25;1065;17;.;144;35213;140;10482;5;.;68;1586;157;808;537;28313;446;14742;27;2472;7;174;22;1647;54;1220;130;730;173;10148;172;8000;4;.;503;27072;411;13974;12;2453;7;173;10;1607;55;1361;130;726;186;24072;185;11459;1;.
9777;    Ostallgäu (Lkr);2459;131727;2191;65318;136;6453;87;2187;36;628;563;32092;561;25697;11;.;102;4275;491;2655;1940;135723;1676;68955;71;3489;17;377;60;1062;82;2636;340;2479;440;28263;435;27585;6;312;1739;130677;1471;65597;67;2884;16;294;60;1032;94;2796;327;2405;482;39385;478;38332;11;758
9778;    Unterallgäu (Lkr);2246;145420;2047;70014;187;24880;132;11624;49;1703;639;85069;636;74500;9;.;125;7047;248;1505;1629;141462;1433;70339;106;27095;27;1418;97;19632;109;6485;188;1339;439;112064;432;75875;11;.;1369;130233;1147;63227;83;24715;18;1058;71;19362;111;7163;173;1153;430;153561;422;104367;14;.
9779;    Donau-Ries (Lkr);1184;70480;815;19019;821;173545;673;55206;393;20868;563;93419;556;31164;15;.;135;12625;150;949;687;58065;439;16563;385;141009;131;10620;358;87169;93;8441;114;847;435;164322;426;.;20;81063;574;53476;331;15248;300;151203;96;9479;282;82432;93;9306;112;844;393;.;385;92552;17;82581
9780;    Oberallgäu (Lkr);2119;87156;1818;40963;120;3478;75;1236;31;408;337;23034;332;20777;7;.;155;3318;529;2070;1669;85674;1400;42319;83;2315;16;254;68;1238;130;3223;369;1702;331;36623;326;25050;5;.;1546;84162;1237;40950;68;1932;14;.;60;1086;146;3605;338;1614;398;.;394;38242;10;.
9171111;      Altötting, St;33;1998;24;499;7;1911;7;1117;3;.;6;211;6;211;–;–;2;.;5;36;19;1143;11;.;5;1964;1;.;5;1629;1;.;4;42;8;141;8;141;–;–;15;1088;9;278;4;2034;1;.;4;1503;1;.;4;44;5;133;5;133;–;–
9171112;      Burghausen, St;9;378;4;.;–;–;–;–;–;–;4;61;4;61;–;–;1;.;1;.;6;270;4;97;1;.;–;–;1;.;–;–;–;–;2;.;2;.;–;–;4;.;3;.;–;–;–;–;–;–;–;–;–;–;3;.;3;.;–;–
9171113;      Burgkirchen a.d.Alz;61;3436;46;1209;9;1595;8;764;4;.;21;493;21;.;1;.;7;296;17;111;43;2828;34;1106;7;969;4;142;7;328;4;102;9;41;21;1178;21;1048;1;.;32;2446;23;763;3;323;2;.;3;.;2;.;9;47;16;1175;16;1175;–;–
9171114;      Emmerting;3;136;2;.;2;.;1;.;1;.;3;104;3;104;–;–;1;.;3;28;3;251;2;.;1;.;1;.;–;–;1;.;1;.;1;.;1;.;–;–;3;.;2;.;–;–;–;–;–;–;–;–;1;.;1;.;1;.;–;–
9171115;      Erlbach;66;3845;53;1334;4;1174;2;.;1;.;15;226;15;.;1;.;7;882;10;45;46;3424;37;1295;2;.;–;–;2;.;3;45;9;58;12;465;12;452;1;.;37;3004;28;1132;2;.;1;.;–;–;5;85;9;69;18;491;18;484;2;.
9171116;      Feichten a.d.Alz;22;1526;17;526;1;.;1;.;1;.;3;48;3;48;–;–;1;.;6;42;12;1142;10;.;1;.;–;–;1;.;1;.;4;19;4;47;4;47;–;–;10;1064;8;.;–;–;–;–;–;–;–;–;4;13;4;66;4;.;–;–
9171117;      Garching a.d.Alz;30;1817;21;642;4;2726;4;1308;1;.;7;38640;7;.;–;–;4;57;7;28;20;1585;14;.;3;3830;1;.;3;3230;1;.;4;17;8;42701;8;.;–;–;16;1468;12;.;3;3044;1;.;3;2404;–;–;5;20;9;67430;8;.;–;–
9171118;      Haiming;33;1453;19;494;10;1859;8;548;4;.;15;426;15;426;–;–;5;110;4;33;23;1190;13;412;8;2232;3;.;8;.;3;82;2;.;16;338;14;.;–;–;21;1052;12;376;5;.;3;.;4;.;2;.;3;29;9;219;9;219;–;–
