Gemeindefinanzen seit 2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Berichtsjahr;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Fortschreibung des Bevцlkerungsstandes;;;;
9679138;      Giebelstadt, M;23542;2036;2608;3828;5451;124;513;1343;2946;503;355;5856;5160;902;3828;Ц;Ц;23034;2104;2482;9093;5037;124;724;802;2812;550;108;5324;4932;1294;4135;Ц;Ц;17674;2097;2442;4305;6413;123;767;1965;2975;563;276;6982;4866;1436;4118;Ц;Ц;21186;2202;2896;5288;6500;123;709;2092;3044;510;244;7069;5280;1316;4054;Ц;Ц;23175;2450;2827;6932;6739;124;824;1944;3309;518;195;7327;5885;1236;4276;1850;Ц;5510;5503;5568;5367;5439
9679141;      Greuяenheim;4305;1003;468;729;2153;23;144;881;954;149;268;2387;1368;332;1081;1021;Ц;8337;1148;447;2112;1870;23;144;627;910;163;6;1996;1085;607;1192;941;Ц;8014;1213;633;3306;2291;22;151;971;1025;117;121;2518;2077;Ц;1129;859;Ц;6918;1326;531;2651;1640;22;152;307;1049;106;38;1735;1701;292;1314;1676;Ц;7274;1413;652;2267;2144;26;168;698;1140;108;75;2247;2132;93;1256;3531;Ц;1599;1609;1619;1620;1618
9679142;      Gьntersleben;13343;3344;1388;4069;3982;19;374;621;2882;71;114;4033;3149;1441;3032;698;Ц;12934;3167;1482;1777;3965;18;378;726;2750;78;93;3996;3182;1654;3232;529;Ц;14617;2747;1541;2993;4101;19;379;710;2890;88;62;4155;3409;1518;3176;376;Ц;13587;2756;1659;2601;4466;18;383;1012;2958;80;121;4516;3414;1645;3210;238;Ц;12711;1801;1750;1963;4622;18;393;899;3215;81;76;4686;3602;1761;3347;109;Ц;4501;4493;4448;4351;4394
9679143;      Hausen b.Wьrzburg;7804;1705;775;1748;2334;44;171;455;1562;97;109;2399;2049;594;1729;1000;Ц;8994;1731;890;3303;2188;45;175;366;1491;106;27;2236;2219;571;1793;1000;Ц;11532;1791;981;4688;2638;48;188;653;1636;108;66;2695;2111;676;1837;4500;Ц;9001;1799;1031;1994;2925;47;195;906;1674;97;109;2996;2244;691;1834;4500;Ц;9067;1997;1109;1153;3126;48;196;958;1819;99;87;3207;2355;750;1913;4500;Ц;2467;2470;2472;2499;2512
9679144;      Helmstadt, M;8405;826;1049;2690;1685;31;234;-412;1679;148;113;1704;2603;317;1889;Ц;Ц;6508;929;1061;1378;2752;31;236;716;1603;162;-80;2918;2345;632;2015;Ц;Ц;9629;978;1350;1111;2671;30;238;519;1747;132;92;2853;1686;1166;2041;Ц;Ц;12557;1017;1253;2311;3001;29;238;821;1788;120;58;3229;2409;739;1828;Ц;Ц;8620;1049;1433;1030;3089;29;237;753;1943;122;101;3321;2491;817;2044;Ц;Ц;2696;2700;2667;2575;2586
9679146;      Hettstadt;13587;2026;892;7031;3331;19;257;495;2503;51;117;3528;2617;1123;2474;4480;Ц;15311;2127;1183;2365;3303;20;264;568;2389;56;58;3487;2836;1109;2563;4280;Ц;9893;2248;1054;1920;3322;20;272;438;2529;57;66;3508;3022;1021;2597;4093;Ц;12246;2360;1108;1200;3524;20;271;587;2588;51;68;3736;2987;1213;2687;3926;Ц;9848;2433;1141;1020;3610;24;322;392;2813;52;43;3695;3077;1368;2786;6199;Ц;3552;3659;3660;3549;3548
9679147;      Hцchberg, M;32949;4411;4978;4252;11384;6;1173;2222;7433;535;370;11708;11094;321;6992;221;Ц;41335;4354;4529;15729;10351;6;1174;1472;7094;584;141;10556;10066;1287;7533;187;Ц;35159;4624;5353;8032;12394;6;1189;3340;7325;512;424;12813;9949;1557;7445;153;Ц;34470;4495;5604;7838;13100;6;1206;3902;7497;465;354;13553;10543;1433;7344;119;Ц;35688;4725;5969;5366;13743;6;1215;3875;8149;472;391;14233;11318;1452;7660;85;Ц;9392;9526;9507;9447;9456
9679149;      Holzkirchen;2975;545;318;417;652;8;68;49;509;16;12;689;514;432;621;Ц;Ц;2931;612;405;811;630;8;78;38;485;18;0;664;537;447;657;Ц;Ц;2266;638;381;167;660;8;73;49;514;14;9;698;567;432;657;Ц;Ц;2862;698;430;438;651;8;72;31;526;13;1;683;554;479;670;Ц;Ц;2512;782;418;103;719;8;72;53;571;13;8;760;587;517;706;Ц;Ц;954;947;958;928;911
9679153;      Kirchheim;7191;905;776;2272;2452;30;228;570;1532;86;160;2552;1907;431;1560;535;Ц;8135;1003;764;2516;2443;33;218;629;1462;94;81;2521;2219;290;1561;429;Ц;6706;981;1110;1542;2580;32;222;737;1485;95;80;2688;2147;353;1619;322;Ц;7249;967;1164;1163;2638;32;220;773;1520;86;74;2750;2119;505;1680;232;Ц;7266;887;864;1234;3032;35;239;1009;1652;87;77;3081;2317;523;1724;1694;Ц;2101;2174;2257;2140;2143
9679154;      Kist;8357;945;1171;1249;2226;3;241;244;1669;62;54;2307;1843;776;1716;88;Ц;8895;962;1193;2287;2211;3;253;287;1593;68;38;2289;1892;905;1868;81;Ц;8168;926;1151;2472;2393;3;254;391;1677;62;50;2499;1947;926;1885;Ц;Ц;7683;1018;1259;1763;2426;3;305;339;1716;56;34;2533;1985;1008;1906;Ц;Ц;7499;1083;1416;820;2524;3;281;310;1865;57;39;2627;2108;1077;1991;Ц;Ц;2619;2639;2678;2567;2603
9679155;      Kleinrinderfeld;5899;670;985;417;2318;14;209;745;1271;75;247;2451;1889;371;1477;2760;Ц;6943;838;990;902;2581;13;209;1059;1213;82;68;2699;2161;265;1516;2364;Ц;5433;727;774;552;2701;13;212;1094;1286;90;120;2862;2095;340;1581;1966;Ц;6061;743;876;280;2733;13;213;1104;1316;82;145;2896;2245;289;1545;1567;Ц;7226;851;998;504;2750;12;215;1004;1431;83;126;2911;2412;353;1681;1189;Ц;2072;2090;2114;2066;2005
9679156;      Kьrnach;16872;1479;1490;4090;6093;22;453;1911;3498;202;440;6622;4913;511;3439;7068;Ц;21978;1534;1660;3468;6281;22;539;2153;3338;221;229;6773;5283;430;3606;6437;Ц;16447;1709;1551;2235;6244;22;525;1882;3562;244;291;6769;5564;306;3685;5741;Ц;14501;1732;1776;2015;6327;22;500;1931;3645;221;310;6853;5905;223;3718;6091;Ц;14571;1829;1817;432;7418;23;543;2658;3962;224;213;7945;5912;515;3930;5386;Ц;4767;4769;4822;4632;4639
9679161;      Margetshцchheim;8670;1021;1043;1341;3233;4;294;454;2409;64;76;3261;2634;709;2164;839;Ц;8217;1029;929;1318;3228;4;289;558;2299;69;59;3236;2706;784;2279;748;Ц;11968;1141;1042;3555;3194;4;300;441;2363;76;46;3227;2782;760;2281;668;Ц;9543;1162;966;2501;3379;4;299;578;2419;69;49;3404;2777;876;2312;3605;Ц;14262;1248;1194;1652;3678;4;301;663;2629;70;54;3704;2876;1007;2417;3543;Ц;3091;3153;3142;3125;3091
9679164;      Neubrunn, M;6442;910;938;496;2589;23;184;1105;1216;52;450;2963;1804;594;1491;1229;Ц;8897;905;948;2011;2927;24;176;1498;1161;57;76;3257;2488;236;1627;1126;Ц;6198;914;938;1383;2363;22;180;884;1194;73;80;2612;2460;282;1762;1024;Ц;6132;919;1130;1420;2520;22;181;1020;1222;66;98;2801;2570;296;1770;1610;Ц;5115;1044;882;492;1703;24;200;75;1328;67;23;1748;2284;623;1873;1503;Ц;2308;2302;2331;2221;2215
9679165;      Altertheim;7689;838;807;2497;1340;37;167;121;990;20;36;1388;981;964;1324;907;Ц;4990;834;680;473;1337;37;164;164;945;22;18;1383;1062;991;1375;818;Ц;5245;809;640;747;1481;37;167;191;1057;23;16;1538;1190;914;1370;729;Ц;5038;882;742;774;1521;37;166;211;1082;21;32;1584;1182;988;1398;641;Ц;5695;797;754;347;1564;37;171;149;1175;21;17;1612;1276;1050;1479;582;Ц;1984;1972;1995;1998;1994
9679167;      Eisenheim, M;4950;1160;491;1248;1007;26;95;152;716;13;46;1060;804;569;934;50;Ц;5101;1161;461;827;1001;26;101;171;683;15;6;1047;799;636;971;Ц;Ц;5450;1222;519;912;1042;25;99;139;758;16;12;1088;913;549;936;640;Ц;4880;1230;668;925;1193;25;100;273;775;14;24;1260;890;609;963;793;Ц;5457;1288;750;251;1179;26;107;183;842;15;30;1232;925;659;1005;655;Ц;1351;1332;1323;1305;1303
9679169;      Oberpleichfeld;2921;266;262;188;835;26;78;100;611;18;27;864;670;446;748;346;Ц;3048;286;236;336;869;29;80;155;583;20;24;897;710;485;801;239;Ц;2420;283;275;633;966;26;79;180;661;17;17;1000;764;458;795;204;Ц;3901;339;260;584;995;28;82;190;676;15;25;1031;797;448;778;169;Ц;3558;359;351;711;1007;26;85;142;735;15;11;1041;849;489;843;133;Ц;1132;1103;1118;1142;1115
9679170;      Ochsenfurt, St;26193;6148;3983;3604;13533;128;1470;4451;6427;1035;660;14075;10772;2085;8237;8244;Ц;31244;7856;3858;4797;12274;130;1407;3450;6134;1131;629;12627;10317;2886;8768;7808;Ц;32262;7575;4147;6217;13819;130;1440;4879;6369;978;521;14396;11400;2184;8512;7344;Ц;28879;7166;4467;4829;12803;128;1442;3803;6519;888;459;13289;11328;2578;8730;6982;Ц;30734;8564;4504;6073;12707;127;1444;3124;7085;901;258;13163;12178;2613;8952;6609;Ц;11371;11292;11250;11125;11285
9679174;      Prosselsheim;3669;904;560;848;1028;42;83;160;732;8;25;1088;850;365;798;Ц;Ц;3857;926;622;813;916;49;83;73;698;9;26;950;809;442;844;Ц;Ц;3674;928;520;308;999;51;83;108;743;9;16;1044;910;389;832;149;Ц;3025;940;561;217;1007;51;83;100;761;8;13;1049;870;451;849;Ц;Ц;3726;946;564;398;1104;49;83;133;827;9;17;1135;914;489;881;Ц;Ц;1180;1202;1197;1150;1135
9679175;      Randersacker, M;10311;2339;1608;939;3320;45;358;528;2316;65;136;3430;2670;940;2353;1185;Ц;9695;2470;1509;1361;3301;43;355;613;2210;71;81;3396;2770;1028;2495;1044;Ц;10735;2513;1964;1772;3901;44;359;1070;2342;78;126;4089;2948;937;2490;682;Ц;10852;2723;1972;1813;5644;43;361;2764;2397;71;268;6085;2926;1107;2572;569;Ц;14406;3094;2270;2890;3846;43;368;749;2605;72;265;4019;3521;947;2661;187;Ц;3387;3396;3476;3347;3309
9679176;      Reichenberg, M;20201;2534;2382;2010;5333;61;388;2012;2637;227;463;5429;3792;714;2970;730;Ц;18054;2809;2495;5040;5761;61;387;2534;2517;248;187;5786;6793;Ц;4068;668;Ц;12498;2810;2650;1688;5590;61;390;2216;2608;303;280;5690;4564;388;3264;624;Ц;14879;3095;2350;2944;5726;59;396;2315;2669;274;183;5824;5361;76;3225;579;Ц;17239;3303;2669;5107;5389;58;389;1751;2901;278;122;5508;5205;377;3423;533;Ц;4136;4130;4170;4174;4133
9679177;      Remlingen, M;5258;614;780;1578;1260;28;105;256;812;54;78;1352;1020;514;1021;Ц;Ц;3832;555;725;350;1317;27;106;346;775;59;39;1407;1186;454;1049;Ц;Ц;5028;570;634;1036;1331;27;108;280;849;64;37;1422;1153;505;1097;Ц;Ц;5631;604;825;1204;1575;27;107;511;868;58;60;1710;1197;526;1086;Ц;Ц;5976;642;798;1252;1590;24;107;453;944;59;59;1720;1224;614;1164;Ц;Ц;1506;1492;1511;1493;1481
9679179;      Riedenheim;2530;276;260;231;601;59;68;51;411;12;66;610;488;252;496;17;Ц;2562;302;425;170;763;57;56;243;392;13;3;778;695;136;498;16;Ц;2117;292;197;304;730;55;57;191;409;16;20;749;545;241;544;15;Ц;2528;307;324;162;722;55;59;173;419;14;17;739;633;202;509;13;Ц;4087;324;333;1287;920;55;59;334;455;15;27;959;636;239;547;Ц;Ц;701;698;707;734;733
9679180;      Rimpar, M;27279;6021;3483;7573;8700;42;720;2714;4850;341;478;8749;7509;1067;5289;14898;Ц;19800;5192;3270;3317;7941;41;734;2133;4629;372;200;7946;6888;1879;5903;14048;Ц;22151;5178;3641;2555;8358;40;751;2155;4968;411;215;8429;7409;1600;5712;13440;Ц;25682;5713;4376;5246;9544;39;764;3252;5084;372;355;9601;7823;1610;5833;14472;Ц;27654;6235;4399;6353;9905;39;760;3168;5526;378;311;9991;7486;2347;6236;16629;Ц;7711;7656;7675;7388;7411
9679182;      Rцttingen, St;10009;2148;1016;1802;2819;44;236;1197;1013;327;587;2802;1938;43;1263;1174;Ц;8031;1840;1000;1950;2695;43;241;1085;967;357;77;2658;3106;Ц;1944;1085;Ц;7152;2164;1179;1226;2414;43;242;857;964;305;157;2409;2553;Ц;1608;1004;Ц;6749;2294;1323;537;3508;42;243;1956;987;276;135;3490;2702;Ц;1648;935;Ц;9868;2496;1636;955;3162;41;244;1520;1073;281;150;3162;2445;Ц;1442;665;Ц;1658;1650;1650;1553;1571
9679185;      Rottendorf;14256;2405;1962;2450;10964;22;602;5590;3502;1244;599;12307;11493;Ц;7240;Ц;Ц;19734;2619;2159;4147;9522;22;608;4186;3343;1359;723;10509;6017;421;4212;Ц;Ц;26512;2733;2241;6539;11724;23;476;6268;3669;1282;934;13212;9908;Ц;6117;Ц;Ц;25675;2738;2246;6481;14092;25;768;8378;3754;1162;651;16011;10160;Ц;6186;Ц;Ц;27619;2983;2498;5320;9758;22;626;3844;4080;1180;634;10860;11373;Ц;6710;Ц;Ц;5318;5336;5275;5375;5384
9679187;      Sommerhausen, M;6211;1674;1236;439;2289;20;197;638;1372;57;134;2389;1749;340;1338;364;Ц;6908;1804;847;1790;2125;18;198;532;1310;62;92;2198;1970;282;1422;830;Ц;6031;1814;839;800;2157;19;199;393;1475;66;46;2234;2130;174;1432;800;Ц;6609;1808;1055;1573;2438;23;237;605;1509;59;51;2435;2084;249;1459;763;Ц;5662;1392;967;687;2552;22;232;592;1640;60;66;2554;2093;333;1487;705;Ц;1888;1894;1868;1841;1869
9679188;      Sonderhofen;2415;295;336;420;638;63;55;136;362;19;42;661;471;372;581;32;Ц;3300;299;256;1490;679;63;57;191;345;21;29;700;527;369;591;27;Ц;2529;360;271;475;725;62;60;161;421;18;19;750;593;327;592;21;Ц;4267;348;302;1357;761;61;60;190;431;16;25;789;626;351;620;921;Ц;4235;364;349;1662;917;62;62;305;468;17;16;960;622;410;661;817;Ц;842;846;852;854;868
9679192;      Tauberrettersheim;2390;395;391;405;535;18;70;48;391;7;12;529;417;406;549;496;Ц;2037;415;302;148;524;19;71;52;374;7;1;517;429;438;588;432;Ц;2230;393;260;76;604;22;68;96;408;8;6;595;438;438;584;375;Ц;2508;404;349;89;628;20;74;108;418;7;13;619;434;473;589;322;Ц;3238;443;346;653;629;19;74;73;454;8;7;623;487;483;615;222;Ц;866;869;866;839;808
9679193;      Theilheim;6340;591;866;667;1970;19;171;193;1556;26;48;2056;1639;796;1604;442;Ц;6486;552;746;1059;1982;16;176;273;1485;28;27;2069;1746;828;1692;399;Ц;6579;707;818;1421;1978;19;176;219;1533;27;38;2070;1718;886;1723;323;Ц;7888;739;1199;2329;2103;24;233;246;1569;25;12;2108;1721;1003;1755;287;Ц;11276;762;1122;3057;2292;24;234;298;1706;25;40;2305;1800;1073;1806;5657;Ц;2340;2394;2408;2331;2330
9679194;      Thьngersheim;8066;2115;1061;1107;2485;44;240;554;1565;76;128;2484;1919;862;1832;1022;Ц;8005;2348;1150;1478;2526;34;251;659;1494;83;64;2513;2082;893;1949;875;Ц;11296;2291;1208;4347;2581;37;251;562;1637;88;48;2587;2152;865;1957;3215;Ц;11668;2464;1304;4405;2755;33;250;707;1675;80;74;2756;2172;976;2007;5072;Ц;9675;2825;1793;1808;2729;34;256;527;1821;81;65;2738;2246;1093;2098;4341;Ц;2711;2744;2759;2681;2665
9679196;      Uettingen;6732;679;760;2492;2664;17;186;1304;1085;68;342;2871;1472;509;1297;Ц;Ц;6732;706;872;1498;2092;16;181;782;1035;74;82;2193;1725;393;1329;1000;Ц;8914;726;987;2104;2050;17;188;623;1144;75;65;2159;2434;Ц;1417;1947;Ц;5334;749;872;984;2376;14;186;933;1170;68;112;2521;2009;266;1481;1893;Ц;6358;784;792;603;2745;15;186;1200;1272;69;138;2933;1966;414;1487;1840;Ц;1867;1858;1885;1878;1836
9679200;      Leinach;7151;1042;1007;1449;2450;32;258;301;1807;44;80;2570;2014;1145;2074;1803;Ц;9034;1036;1103;2551;2381;34;259;308;1725;48;32;2485;2007;1275;2200;2532;Ц;9312;1353;1180;2388;2599;35;266;414;1822;54;44;2737;2143;1209;2182;2277;Ц;9512;1383;1128;1276;2701;31;274;475;1865;49;62;2855;2100;1368;2237;1994;Ц;9208;1587;1335;1124;2694;29;277;304;2027;49;45;2820;2319;1384;2303;1674;Ц;3123;3120;3117;3107;3201
9679201;      Unterpleichfeld;11752;2171;1010;4523;3202;97;289;841;1875;93;190;3237;2618;631;2069;4671;Ц;8758;2172;1044;1264;3248;105;304;941;1789;102;78;3256;2624;773;2239;4409;Ц;11802;2181;1138;1268;3518;100;295;974;1999;142;83;3556;2847;685;2250;4147;Ц;10701;1746;844;1995;3454;102;298;873;2045;128;107;3487;2826;800;2289;3883;Ц;11061;3040;1532;1842;3660;98;305;895;2223;130;104;3706;3058;877;2419;3619;Ц;3036;3054;3069;3019;3073
9679202;      Veitshцchheim;22890;5082;4857;2051;14402;12;1039;5995;6639;696;1594;16174;9613;1695;7276;3888;Ц;23916;5149;4907;3843;11909;11;1081;3698;6336;761;539;12926;10489;1483;7589;6207;Ц;28784;5216;4123;5995;12248;11;1051;3793;6601;769;265;13357;13464;Ц;8044;7214;Ц;28428;5263;4385;7435;12351;12;1062;3791;6757;697;627;13518;12397;530;8053;6137;Ц;33369;5669;4944;10733;13779;12;1080;4604;7344;707;393;15111;11723;1385;8128;8896;Ц;9574;9489;9454;9105;9247
9679204;      Waldbrunn;11580;877;752;6134;3227;5;199;1072;1789;155;243;3535;2740;353;2062;Ц;Ц;8559;805;569;2170;2484;5;204;390;1707;169;53;2630;3106;258;2110;Ц;Ц;9815;1128;702;3524;2652;5;211;503;1822;103;74;2839;2957;417;2203;Ц;Ц;13427;1072;926;4231;2716;5;221;522;1865;94;52;2906;3108;454;2212;Ц;Ц;12008;986;1559;4805;4059;4;220;1702;2027;95;125;4483;2815;894;2406;Ц;Ц;2845;2865;2914;2925;2900
9679205;      Waldbьttelbrunn;16707;1959;1866;3875;7197;26;490;2942;3329;403;611;7969;8087;Ц;5095;2026;Ц;17658;2151;1889;5428;8686;26;505;4530;3178;440;483;9579;6864;Ц;4324;4000;Ц;18075;2132;2071;4380;8814;25;528;4525;3319;409;495;9868;6553;Ц;4128;6000;Ц;22890;2132;2292;4357;8332;26;530;3995;3397;371;677;9309;8048;Ц;4909;5861;Ц;16682;2294;2701;1785;9593;26;579;4904;3692;377;671;10790;8277;Ц;4884;5664;Ц;4873;4886;4905;4988;5003
9679206;      Winterhausen, M;3577;1105;571;379;1202;10;131;134;892;30;14;1226;1223;323;991;243;Ц;3035;1158;616;285;1281;11;135;247;852;33;18;1311;959;567;1075;224;Ц;4383;1239;585;294;2220;10;136;1122;914;32;284;2381;1052;506;1001;204;Ц;6041;1275;842;457;1371;10;136;255;936;29;-116;1395;1158;472;1005;Ц;Ц;4027;990;717;450;1362;10;136;164;1017;30;20;1392;2127;Ц;1100;Ц;Ц;1375;1406;1375;1365;1370
9679209;      Zell a.Main, M;12312;1827;970;2068;3792;6;335;429;2907;106;104;3959;3100;1424;2976;Ц;Ц;13159;1263;1489;4138;3728;6;322;501;2774;116;55;3877;3237;1574;3192;Ц;Ц;12349;2178;1571;2493;3873;6;324;535;2886;113;52;4042;3342;1549;3189;Ц;Ц;8967;1375;1772;1390;3894;6;329;493;2954;102;75;4064;3273;1785;3256;Ц;Ц;12713;2037;1850;1034;4271;6;323;618;3210;104;80;4457;3506;1879;3362;Ц;Ц;4404;4415;4487;4354;4310
9679444;      Gemeindefreie Gebiete;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц
9771111;      Adelzhausen;7788;1144;463;956;2499;32;170;784;1443;62;122;2524;1887;54;967;Ц;Ц;9165;1250;575;1624;2204;34;171;545;1378;68;80;2201;2099;28;1066;Ц;Ц;7300;1318;539;1396;2526;32;176;813;1425;72;105;2555;2136;34;1123;Ц;Ц;8522;1442;479;3230;2976;32;179;1233;1459;65;115;3022;2074;140;1205;Ц;Ц;7748;1740;662;1065;2736;32;187;858;1585;66;113;2774;2266;162;1286;Ц;Ц;1747;1748;1821;1815;1832
9771112;      Affing;18606;3754;1851;2600;6578;128;633;1604;3877;324;307;6528;5597;500;3055;6796;Ц;20179;3850;2135;5430;6709;98;638;1906;3700;354;245;6616;6050;455;3312;6110;Ц;20783;4018;2358;3059;7981;105;640;2912;3969;342;389;7966;5684;784;3535;5362;Ц;21395;3757;2317;1999;8323;102;682;3156;4061;310;203;8302;6034;706;3528;4613;Ц;21950;4776;2681;3124;9161;102;649;3668;4414;315;322;9183;7036;367;3754;3864;Ц;5465;5508;5511;5444;5587
9771113;      Aichach, St;62643;12104;8069;11978;24774;121;2217;7655;13192;1557;2295;27004;21912;3357;13332;7842;Ц;59148;13290;7550;8570;24803;118;2239;8122;12591;1702;920;26628;22419;4343;14336;8420;Ц;63650;13981;7985;8092;26703;118;2305;8964;13570;1693;1141;28995;22911;4263;14377;8292;Ц;66552;14286;8901;9697;30485;118;2302;12590;13886;1534;1460;33446;23761;4437;15014;8139;Ц;78678;15899;10721;12303;31538;119;2296;12419;15092;1558;1571;33200;24855;5131;16351;7334;Ц;21418;21418;21620;21361;21696
9771114;      Aindling, M;13187;1363;1284;1879;4885;70;376;1110;3132;182;232;5017;3997;790;2580;619;Ц;12510;1411;1123;879;4649;69;387;991;2990;198;137;4738;4055;976;2711;452;Ц;16744;1402;1534;3798;4965;69;392;1142;3167;179;118;5097;4307;862;2702;357;Ц;18421;1597;1540;5156;5269;69;390;1390;3241;163;165;5421;4232;1138;2975;3740;Ц;17641;1709;1693;4455;5569;68;400;1398;3522;165;112;5734;4444;1305;3178;4451;Ц;4476;4520;4608;4634;4644
9771122;      Dasing;26268;4558;2286;5609;8839;92;743;3474;4118;400;804;8800;6954;Ц;3616;2432;Ц;22457;4879;2187;3761;8702;90;793;3440;3930;437;283;8584;7161;17;3634;2004;Ц;21196;5037;2578;2073;10571;89;778;5080;4181;431;482;10535;7618;Ц;3917;1571;Ц;25407;4647;2583;3509;10778;87;788;5222;4279;390;534;10731;7594;64;4012;1650;Ц;32450;6546;3031;4764;12375;90;783;6443;4651;396;973;12364;9029;Ц;4671;1062;Ц;5752;5799;5835;5664;5745
9771129;      Eurasburg;8839;467;455;1756;2474;27;179;879;1306;76;119;2564;1970;26;1004;Ц;Ц;9859;502;582;1842;2379;27;179;838;1247;83;130;2444;2885;Ц;1447;Ц;Ц;15986;574;516;5086;2436;28;182;869;1254;98;83;2527;2074;72;1140;Ц;Ц;9024;543;496;2239;2573;27;188;980;1284;88;135;2675;2387;1;1214;Ц;Ц;7362;661;702;713;2861;27;195;1149;1395;90;122;2987;2341;98;1315;Ц;Ц;1739;1771;1839;1809;1828
9771130;      Friedberg, St;96316;13091;8375;24582;43935;126;4107;14327;22592;2673;3194;45504;32099;4753;20767;20407;Ц;103891;13825;7594;16183;43844;128;4107;15014;21562;2921;1133;44901;36303;3315;19766;19632;Ц;98355;14402;8323;18942;45776;125;4124;16044;22529;2836;1831;47426;38805;2177;20876;18856;Ц;93867;15256;8737;15022;47870;125;4153;17846;23059;2570;2161;49652;38431;3363;22403;17851;Ц;99493;15035;9940;10789;49552;129;4255;17377;25061;2610;2048;51469;41439;3333;23589;21408;Ц;29829;29995;30029;29612;29781
9771140;      Hollenbach;8157;642;602;1664;3260;47;245;1240;1600;124;254;3327;2101;415;1411;Ц;Ц;10936;652;541;3086;2625;52;248;658;1527;136;71;2640;2437;306;1372;Ц;Ц;12997;738;662;5911;2682;51;263;644;1564;155;66;2717;2753;142;1441;Ц;Ц;11107;682;644;5332;2905;52;264;842;1601;141;94;2949;2524;399;1647;1000;Ц;9449;728;779;2703;3640;50;264;1438;1740;143;159;3726;2510;581;1733;900;Ц;2386;2404;2460;2454;2466
9771141;      Inchenhofen, M;12626;691;985;2261;2884;75;224;975;1526;79;260;2981;2582;278;1340;Ц;Ц;10827;766;834;1841;2966;73;218;1126;1456;87;137;3032;2302;631;1683;700;Ц;9617;832;852;1282;3558;74;221;1534;1631;93;222;3698;2598;478;1572;682;Ц;9498;834;832;827;3010;73;226;954;1668;84;66;3093;2661;517;1696;645;Ц;10774;837;1076;412;3262;60;228;1070;1813;86;98;3367;3175;319;1771;608;Ц;2634;2641;2666;2639;2684
9771142;      Kissing;33124;4409;3671;4002;15435;42;1559;4733;8419;650;914;15314;11956;1347;6895;10947;Ц;34281;4869;3435;5196;23470;43;1565;13084;8035;711;2047;22893;12396;1538;7265;9331;Ц;52797;4933;3430;9017;14608;43;1569;3813;8434;716;-221;14520;13093;1281;7427;8744;Ц;32045;5156;4059;3203;16814;43;1577;5880;8631;649;598;16692;20263;Ц;9995;8137;Ц;33728;5293;4478;6698;16940;44;1567;5258;9381;659;541;16876;12988;2396;9150;7510;Ц;11599;11584;11596;11633;11694
9771144;      Kьhbach, M;21787;882;1022;3627;5941;63;389;2755;2537;188;618;6349;3722;852;2550;1231;Ц;22076;913;855;4428;6835;63;392;3744;2421;206;242;7206;4276;685;2507;1113;Ц;20295;938;846;4720;5520;63;393;2138;2693;225;357;5845;5328;70;2548;1060;Ц;13517;971;1012;2531;17559;63;399;14130;2755;203;961;19206;6059;Ц;3102;1050;Ц;43375;957;1006;2012;7610;62;410;3927;2994;206;1161;8246;5057;551;3180;Ц;Ц;4324;4353;4292;4216;4195
9771145;      Merching;12578;903;739;1631;3702;43;268;1046;2203;134;264;3876;2908;519;1864;357;Ц;14187;987;735;1382;3396;42;273;825;2102;146;43;3501;3043;607;1938;269;Ц;15195;1086;840;1694;3540;42;282;785;2275;147;122;3675;3367;420;1919;180;Ц;14410;1234;950;1221;4438;42;288;1637;2328;133;158;4666;3288;580;2108;160;Ц;20126;1235;970;4624;4329;39;281;1333;2530;135;175;4540;3335;724;2236;139;Ц;3196;3236;3204;3147;3234
9771146;      Mering, M;30582;6032;5316;4642;17303;51;1664;4021;11038;501;-79;17418;12906;3370;8953;8233;Ц;40612;6465;5282;8219;17055;50;2523;3371;10535;547;291;16224;14793;2729;8865;15601;Ц;39129;6814;5801;7642;17407;49;2573;3048;11173;517;823;16658;14496;3404;9811;14422;Ц;39868;7242;5991;10556;18982;50;2543;4438;11435;469;587;18289;14241;4169;10178;13335;Ц;47519;8766;6521;10644;19812;50;2147;4663;12428;476;-7;19565;19354;1575;10038;12463;Ц;14684;14844;14881;14939;15083
